v9	V(vo8)
7.800000000000021e-01	-9.969900e+00
7.900000000000021e-01	-9.970447e+00
8.000000000000022e-01	-9.970980e+00
8.100000000000022e-01	-9.971498e+00
8.200000000000022e-01	-9.972006e+00
8.300000000000022e-01	-9.972500e+00
8.400000000000022e-01	-9.972982e+00
8.500000000000022e-01	-9.973454e+00
8.600000000000022e-01	-9.973914e+00
8.700000000000022e-01	-9.974363e+00
8.800000000000022e-01	-9.974803e+00
8.900000000000022e-01	-9.975232e+00
9.000000000000022e-01	-9.975653e+00
9.100000000000023e-01	-9.976063e+00
9.200000000000023e-01	-9.976465e+00
9.300000000000023e-01	-9.976858e+00
9.400000000000023e-01	-9.977242e+00
9.500000000000023e-01	-9.977619e+00
9.600000000000023e-01	-9.977988e+00
9.700000000000023e-01	-9.978349e+00
9.800000000000023e-01	-9.978702e+00
9.900000000000023e-01	-9.979048e+00
1.000000000000002e+00	-9.979387e+00
1.010000000000002e+00	-9.979719e+00
1.020000000000002e+00	-9.980044e+00
1.030000000000002e+00	-9.980364e+00
1.040000000000002e+00	-9.980676e+00
1.050000000000002e+00	-9.980982e+00
1.060000000000002e+00	-9.981282e+00
1.070000000000002e+00	-9.981577e+00
1.080000000000002e+00	-9.981865e+00
1.090000000000002e+00	-9.982147e+00
1.100000000000002e+00	-9.982425e+00
1.110000000000002e+00	-9.982697e+00
1.120000000000002e+00	-9.982963e+00
1.130000000000002e+00	-9.983224e+00
1.140000000000002e+00	-9.983480e+00
1.150000000000002e+00	-9.983731e+00
1.160000000000002e+00	-9.983978e+00
1.170000000000002e+00	-9.984220e+00
1.180000000000002e+00	-9.984457e+00
1.190000000000002e+00	-9.984689e+00
1.200000000000002e+00	-9.984917e+00
1.210000000000002e+00	-9.985141e+00
1.220000000000002e+00	-9.985359e+00
1.230000000000002e+00	-9.985575e+00
1.240000000000002e+00	-9.985785e+00
1.250000000000002e+00	-9.985992e+00
1.260000000000002e+00	-9.986195e+00
1.270000000000002e+00	-9.986394e+00
1.280000000000002e+00	-9.986588e+00
1.290000000000002e+00	-9.986780e+00
1.300000000000002e+00	-9.986967e+00
1.310000000000002e+00	-9.987151e+00
1.320000000000003e+00	-9.987331e+00
1.330000000000003e+00	-9.987508e+00
1.340000000000003e+00	-9.987681e+00
1.350000000000003e+00	-9.987851e+00
1.360000000000003e+00	-9.988018e+00
1.370000000000003e+00	-9.988181e+00
1.380000000000003e+00	-9.988341e+00
1.390000000000003e+00	-9.988499e+00
1.400000000000003e+00	-9.988652e+00
1.410000000000003e+00	-9.988803e+00
1.420000000000003e+00	-9.988951e+00
1.430000000000003e+00	-9.989096e+00
1.440000000000003e+00	-9.989237e+00
1.450000000000003e+00	-9.989376e+00
1.460000000000003e+00	-9.989512e+00
1.470000000000003e+00	-9.989646e+00
1.480000000000003e+00	-9.989777e+00
1.490000000000003e+00	-9.989904e+00
1.500000000000003e+00	-9.990030e+00
1.510000000000003e+00	-9.990153e+00
1.520000000000003e+00	-9.990273e+00
1.530000000000003e+00	-9.990391e+00
1.540000000000003e+00	-9.990506e+00
1.550000000000003e+00	-9.990620e+00
1.560000000000003e+00	-9.990730e+00
1.570000000000003e+00	-9.990838e+00
1.580000000000003e+00	-9.990945e+00
1.590000000000003e+00	-9.991048e+00
1.600000000000003e+00	-9.991150e+00
1.610000000000003e+00	-9.991249e+00
1.620000000000003e+00	-9.991346e+00
1.630000000000003e+00	-9.991442e+00
1.640000000000003e+00	-9.991535e+00
1.650000000000003e+00	-9.991626e+00
1.660000000000003e+00	-9.991715e+00
1.670000000000003e+00	-9.991802e+00
1.680000000000003e+00	-9.991888e+00
1.690000000000003e+00	-9.991971e+00
1.700000000000003e+00	-9.992053e+00
1.710000000000003e+00	-9.992132e+00
1.720000000000003e+00	-9.992210e+00
1.730000000000003e+00	-9.992287e+00
1.740000000000003e+00	-9.992361e+00
1.750000000000003e+00	-9.992435e+00
1.760000000000003e+00	-9.992505e+00
1.770000000000003e+00	-9.992575e+00
1.780000000000003e+00	-9.992643e+00
1.790000000000003e+00	-9.992709e+00
1.800000000000003e+00	-9.992774e+00
1.810000000000003e+00	-9.992838e+00
1.820000000000003e+00	-9.992900e+00
1.830000000000003e+00	-9.992961e+00
1.840000000000003e+00	-9.993020e+00
1.850000000000003e+00	-9.993077e+00
1.860000000000003e+00	-9.993134e+00
1.870000000000003e+00	-9.993189e+00
1.880000000000003e+00	-9.993243e+00
1.890000000000003e+00	-9.993296e+00
1.900000000000003e+00	-9.993347e+00
1.910000000000003e+00	-9.993397e+00
1.920000000000003e+00	-9.993446e+00
1.930000000000003e+00	-9.993494e+00
1.940000000000003e+00	-9.993540e+00
1.950000000000003e+00	-9.993586e+00
1.960000000000003e+00	-9.993630e+00
1.970000000000003e+00	-9.993673e+00
1.980000000000003e+00	-9.993715e+00
1.990000000000003e+00	-9.993757e+00
2.000000000000000e+00	-9.993797e+00
