time	V(vin4)	V(vo4)
2.994050167333910e-03	9.105578e-01	-9.979286e+00
2.997621595905339e-03	9.105546e-01	-9.979286e+00
3.001193024476767e-03	9.105513e-01	-9.979286e+00
3.004764453048197e-03	9.105480e-01	-9.979286e+00
3.006621595905340e-03	9.105463e-01	-9.979286e+00
3.008478738762483e-03	9.105446e-01	-9.979286e+00
3.010335881619626e-03	9.105429e-01	-9.979286e+00
3.012193024476769e-03	9.105412e-01	-9.979286e+00
3.014050167333912e-03	9.105395e-01	-9.979286e+00
3.015907310191055e-03	9.105378e-01	-9.979286e+00
3.017764453048198e-03	9.105361e-01	-9.979285e+00
3.022050167333913e-03	9.105322e-01	-9.979285e+00
3.026335881619628e-03	9.105283e-01	-9.979285e+00
3.030621595905343e-03	9.105244e-01	-9.979285e+00
3.034907310191058e-03	9.105204e-01	-9.979285e+00
3.039193024476773e-03	9.105165e-01	-9.979285e+00
3.043478738762487e-03	9.105126e-01	-9.979285e+00
3.047764453048202e-03	9.105086e-01	-9.979284e+00
3.049764453048203e-03	9.105068e-01	-9.979284e+00
3.055050167333918e-03	9.105019e-01	-9.979284e+00
3.060335881619633e-03	9.104971e-01	-9.979284e+00
3.065621595905348e-03	9.104923e-01	-9.979284e+00
3.070907310191062e-03	9.104874e-01	-9.979284e+00
3.076193024476777e-03	9.104826e-01	-9.979284e+00
3.081478738762492e-03	9.104778e-01	-9.979284e+00
3.086764453048208e-03	9.104729e-01	-9.979283e+00
3.097621595905352e-03	9.104630e-01	-9.979283e+00
3.108478738762496e-03	9.104530e-01	-9.979283e+00
3.119335881619641e-03	9.104431e-01	-9.979283e+00
3.130193024476785e-03	9.104332e-01	-9.979282e+00
3.141050167333929e-03	9.104232e-01	-9.979282e+00
3.151907310191073e-03	9.104133e-01	-9.979281e+00
3.162764453048218e-03	9.104034e-01	-9.979280e+00
3.173335881619648e-03	9.103937e-01	-9.979280e+00
3.183907310191077e-03	9.103840e-01	-9.979280e+00
3.194478738762507e-03	9.103744e-01	-9.979280e+00
3.205050167333938e-03	9.103647e-01	-9.979279e+00
3.215621595905368e-03	9.103550e-01	-9.979279e+00
3.226193024476797e-03	9.103453e-01	-9.979279e+00
3.236764453048227e-03	9.103356e-01	-9.979279e+00
3.243193024476800e-03	9.103297e-01	-9.979278e+00
3.249621595905372e-03	9.103239e-01	-9.979278e+00
3.256050167333944e-03	9.103180e-01	-9.979278e+00
3.262478738762517e-03	9.103121e-01	-9.979277e+00
3.268907310191089e-03	9.103062e-01	-9.979277e+00
3.275335881619661e-03	9.103003e-01	-9.979277e+00
3.281764453048233e-03	9.102944e-01	-9.979277e+00
3.285193024476805e-03	9.102913e-01	-9.979277e+00
3.288621595905377e-03	9.102882e-01	-9.979277e+00
3.292050167333949e-03	9.102850e-01	-9.979277e+00
3.295478738762521e-03	9.102819e-01	-9.979277e+00
3.298907310191093e-03	9.102787e-01	-9.979276e+00
3.302335881619665e-03	9.102756e-01	-9.979276e+00
3.305764453048237e-03	9.102724e-01	-9.979276e+00
3.310478738762523e-03	9.102681e-01	-9.979276e+00
3.315193024476809e-03	9.102638e-01	-9.979276e+00
3.319907310191095e-03	9.102595e-01	-9.979276e+00
3.324621595905382e-03	9.102552e-01	-9.979276e+00
3.329335881619668e-03	9.102509e-01	-9.979275e+00
3.334050167333955e-03	9.102466e-01	-9.979275e+00
3.338764453048241e-03	9.102423e-01	-9.979275e+00
3.352193024476814e-03	9.102299e-01	-9.979274e+00
3.365621595905388e-03	9.102176e-01	-9.979274e+00
3.379050167333961e-03	9.102053e-01	-9.979273e+00
3.392478738762534e-03	9.101930e-01	-9.979273e+00
3.405907310191107e-03	9.101807e-01	-9.979272e+00
3.419335881619680e-03	9.101685e-01	-9.979272e+00
3.432764453048253e-03	9.101562e-01	-9.979272e+00
3.440764453048255e-03	9.101489e-01	-9.979272e+00
3.448764453048256e-03	9.101415e-01	-9.979271e+00
3.456764453048257e-03	9.101342e-01	-9.979271e+00
3.464764453048258e-03	9.101269e-01	-9.979271e+00
3.472764453048259e-03	9.101196e-01	-9.979271e+00
3.480764453048260e-03	9.101123e-01	-9.979270e+00
3.488764453048261e-03	9.101049e-01	-9.979270e+00
3.491335881619690e-03	9.101026e-01	-9.979270e+00
3.493907310191119e-03	9.101002e-01	-9.979269e+00
3.496478738762548e-03	9.100978e-01	-9.979269e+00
3.499050167333977e-03	9.100955e-01	-9.979269e+00
3.501621595905406e-03	9.100931e-01	-9.979269e+00
3.504193024476834e-03	9.100908e-01	-9.979269e+00
3.506764453048263e-03	9.100884e-01	-9.979269e+00
3.508907310191121e-03	9.100865e-01	-9.979269e+00
3.511050167333978e-03	9.100845e-01	-9.979269e+00
3.513193024476835e-03	9.100825e-01	-9.979269e+00
3.515335881619693e-03	9.100806e-01	-9.979269e+00
3.517478738762550e-03	9.100786e-01	-9.979269e+00
3.519621595905408e-03	9.100767e-01	-9.979269e+00
3.521764453048265e-03	9.100747e-01	-9.979269e+00
3.527907310191123e-03	9.100691e-01	-9.979269e+00
3.534050167333981e-03	9.100634e-01	-9.979268e+00
3.540193024476839e-03	9.100578e-01	-9.979268e+00
3.546335881619697e-03	9.100522e-01	-9.979268e+00
3.552478738762555e-03	9.100465e-01	-9.979268e+00
3.558621595905413e-03	9.100409e-01	-9.979267e+00
3.564764453048271e-03	9.100353e-01	-9.979267e+00
3.567050167333986e-03	9.100332e-01	-9.979267e+00
3.569335881619700e-03	9.100311e-01	-9.979267e+00
3.571621595905415e-03	9.100290e-01	-9.979267e+00
3.573907310191129e-03	9.100269e-01	-9.979267e+00
3.576193024476844e-03	9.100248e-01	-9.979267e+00
3.578478738762558e-03	9.100227e-01	-9.979267e+00
3.580764453048273e-03	9.100206e-01	-9.979267e+00
3.588621595905417e-03	9.100135e-01	-9.979266e+00
3.596478738762561e-03	9.100063e-01	-9.979266e+00
3.604335881619705e-03	9.099991e-01	-9.979265e+00
3.612193024476849e-03	9.099919e-01	-9.979265e+00
3.620050167333993e-03	9.099847e-01	-9.979265e+00
3.627907310191136e-03	9.099775e-01	-9.979265e+00
3.635764453048280e-03	9.099703e-01	-9.979265e+00
3.647907310191139e-03	9.099592e-01	-9.979265e+00
3.660050167333998e-03	9.099481e-01	-9.979264e+00
3.672193024476857e-03	9.099370e-01	-9.979264e+00
3.684335881619716e-03	9.099259e-01	-9.979263e+00
3.696478738762574e-03	9.099147e-01	-9.979263e+00
3.708621595905433e-03	9.099036e-01	-9.979263e+00
3.720764453048292e-03	9.098925e-01	-9.979262e+00
3.726621595905436e-03	9.098871e-01	-9.979262e+00
3.732478738762579e-03	9.098818e-01	-9.979262e+00
3.738335881619723e-03	9.098764e-01	-9.979262e+00
3.744193024476866e-03	9.098710e-01	-9.979261e+00
3.750050167334010e-03	9.098657e-01	-9.979261e+00
3.755907310191153e-03	9.098603e-01	-9.979261e+00
3.761764453048297e-03	9.098549e-01	-9.979260e+00
3.764193024476869e-03	9.098527e-01	-9.979260e+00
3.766621595905441e-03	9.098505e-01	-9.979260e+00
3.769050167334012e-03	9.098483e-01	-9.979260e+00
3.771478738762584e-03	9.098461e-01	-9.979260e+00
3.773907310191156e-03	9.098439e-01	-9.979260e+00
3.776335881619728e-03	9.098416e-01	-9.979260e+00
3.778764453048299e-03	9.098394e-01	-9.979260e+00
3.785907310191157e-03	9.098329e-01	-9.979260e+00
3.793050167334016e-03	9.098263e-01	-9.979260e+00
3.800193024476874e-03	9.098198e-01	-9.979260e+00
3.807335881619732e-03	9.098132e-01	-9.979259e+00
3.814478738762590e-03	9.098067e-01	-9.979259e+00
3.821621595905448e-03	9.098002e-01	-9.979259e+00
3.828764453048306e-03	9.097936e-01	-9.979259e+00
3.841193024476879e-03	9.097822e-01	-9.979258e+00
3.853621595905452e-03	9.097709e-01	-9.979257e+00
3.866050167334025e-03	9.097595e-01	-9.979257e+00
3.878478738762598e-03	9.097481e-01	-9.979256e+00
3.890907310191171e-03	9.097367e-01	-9.979256e+00
3.903335881619744e-03	9.097254e-01	-9.979256e+00
3.915764453048317e-03	9.097140e-01	-9.979256e+00
3.924907310191176e-03	9.097056e-01	-9.979256e+00
3.934050167334033e-03	9.096972e-01	-9.979255e+00
3.943193024476892e-03	9.096888e-01	-9.979255e+00
3.952335881619751e-03	9.096805e-01	-9.979255e+00
3.961478738762609e-03	9.096721e-01	-9.979254e+00
3.970621595905467e-03	9.096637e-01	-9.979253e+00
3.979764453048326e-03	9.096554e-01	-9.979253e+00
3.983335881619755e-03	9.096521e-01	-9.979253e+00
3.986907310191184e-03	9.096489e-01	-9.979253e+00
3.990478738762613e-03	9.096456e-01	-9.979253e+00
3.994050167334041e-03	9.096423e-01	-9.979253e+00
3.997621595905471e-03	9.096390e-01	-9.979253e+00
4.001193024476900e-03	9.096358e-01	-9.979253e+00
4.004764453048329e-03	9.096325e-01	-9.979253e+00
4.006621595905472e-03	9.096308e-01	-9.979252e+00
4.008478738762616e-03	9.096291e-01	-9.979252e+00
4.010335881619758e-03	9.096274e-01	-9.979252e+00
4.012193024476901e-03	9.096257e-01	-9.979252e+00
4.014050167334044e-03	9.096240e-01	-9.979252e+00
4.015907310191188e-03	9.096223e-01	-9.979252e+00
4.017764453048331e-03	9.096206e-01	-9.979252e+00
4.022050167334045e-03	9.096167e-01	-9.979252e+00
4.026335881619761e-03	9.096127e-01	-9.979252e+00
4.030621595905475e-03	9.096088e-01	-9.979252e+00
4.034907310191190e-03	9.096049e-01	-9.979252e+00
4.039193024476905e-03	9.096010e-01	-9.979252e+00
4.043478738762620e-03	9.095971e-01	-9.979251e+00
4.047764453048335e-03	9.095932e-01	-9.979251e+00
4.050335881619764e-03	9.095908e-01	-9.979251e+00
4.052907310191193e-03	9.095884e-01	-9.979251e+00
4.055478738762622e-03	9.095861e-01	-9.979251e+00
4.058050167334050e-03	9.095837e-01	-9.979251e+00
4.060621595905479e-03	9.095813e-01	-9.979251e+00
4.063193024476908e-03	9.095790e-01	-9.979250e+00
4.065764453048337e-03	9.095767e-01	-9.979250e+00
4.073764453048338e-03	9.095693e-01	-9.979250e+00
4.083335881619768e-03	9.095606e-01	-9.979250e+00
4.092907310191198e-03	9.095518e-01	-9.979249e+00
4.102478738762628e-03	9.095431e-01	-9.979249e+00
4.112050167334057e-03	9.095343e-01	-9.979249e+00
4.121621595905487e-03	9.095255e-01	-9.979249e+00
4.131193024476917e-03	9.095168e-01	-9.979248e+00
4.140764453048347e-03	9.095080e-01	-9.979248e+00
4.152478738762635e-03	9.094973e-01	-9.979247e+00
4.164193024476921e-03	9.094865e-01	-9.979247e+00
4.175907310191209e-03	9.094758e-01	-9.979246e+00
4.187621595905496e-03	9.094651e-01	-9.979246e+00
4.199335881619783e-03	9.094544e-01	-9.979246e+00
4.211050167334070e-03	9.094437e-01	-9.979245e+00
4.222764453048358e-03	9.094329e-01	-9.979245e+00
4.229478738762645e-03	9.094268e-01	-9.979245e+00
4.236193024476931e-03	9.094206e-01	-9.979245e+00
4.242907310191218e-03	9.094144e-01	-9.979244e+00
4.249621595905504e-03	9.094083e-01	-9.979244e+00
4.256335881619791e-03	9.094022e-01	-9.979244e+00
4.263050167334077e-03	9.093960e-01	-9.979244e+00
4.269764453048364e-03	9.093899e-01	-9.979243e+00
4.273478738762651e-03	9.093865e-01	-9.979243e+00
4.277193024476936e-03	9.093831e-01	-9.979243e+00
4.280907310191223e-03	9.093797e-01	-9.979243e+00
4.284621595905509e-03	9.093763e-01	-9.979243e+00
4.288335881619795e-03	9.093729e-01	-9.979243e+00
4.292050167334081e-03	9.093695e-01	-9.979243e+00
4.295764453048368e-03	9.093661e-01	-9.979242e+00
4.300907310191226e-03	9.093614e-01	-9.979242e+00
4.306050167334083e-03	9.093567e-01	-9.979242e+00
4.311193024476941e-03	9.093520e-01	-9.979242e+00
4.316335881619799e-03	9.093473e-01	-9.979242e+00
4.321478738762657e-03	9.093426e-01	-9.979242e+00
4.326621595905514e-03	9.093378e-01	-9.979242e+00
4.331764453048372e-03	9.093331e-01	-9.979241e+00
4.345621595905517e-03	9.093205e-01	-9.979241e+00
4.359478738762662e-03	9.093078e-01	-9.979240e+00
4.373335881619807e-03	9.092951e-01	-9.979240e+00
4.387193024476951e-03	9.092824e-01	-9.979239e+00
4.401050167334095e-03	9.092697e-01	-9.979239e+00
4.414907310191241e-03	9.092570e-01	-9.979238e+00
4.428764453048385e-03	9.092443e-01	-9.979238e+00
4.437050167334100e-03	9.092367e-01	-9.979238e+00
4.445335881619816e-03	9.092291e-01	-9.979238e+00
4.453621595905531e-03	9.092216e-01	-9.979238e+00
4.461907310191247e-03	9.092140e-01	-9.979237e+00
4.470193024476962e-03	9.092064e-01	-9.979237e+00
4.478478738762678e-03	9.091988e-01	-9.979236e+00
4.486764453048393e-03	9.091913e-01	-9.979236e+00
4.489478738762679e-03	9.091888e-01	-9.979236e+00
4.492193024476965e-03	9.091863e-01	-9.979236e+00
4.494907310191251e-03	9.091838e-01	-9.979236e+00
4.497621595905537e-03	9.091813e-01	-9.979236e+00
4.500335881619823e-03	9.091788e-01	-9.979236e+00
4.503050167334109e-03	9.091763e-01	-9.979236e+00
4.505764453048395e-03	9.091738e-01	-9.979236e+00
4.507764453048396e-03	9.091720e-01	-9.979235e+00
4.509764453048396e-03	9.091702e-01	-9.979235e+00
4.511764453048396e-03	9.091683e-01	-9.979235e+00
4.513764453048397e-03	9.091665e-01	-9.979235e+00
4.515764453048397e-03	9.091647e-01	-9.979235e+00
4.517764453048397e-03	9.091628e-01	-9.979235e+00
4.519764453048397e-03	9.091610e-01	-9.979235e+00
4.526193024476969e-03	9.091551e-01	-9.979234e+00
4.532621595905542e-03	9.091492e-01	-9.979234e+00
4.539050167334114e-03	9.091434e-01	-9.979234e+00
4.545478738762687e-03	9.091375e-01	-9.979234e+00
4.551907310191259e-03	9.091316e-01	-9.979234e+00
4.558335881619831e-03	9.091257e-01	-9.979234e+00
4.564764453048403e-03	9.091198e-01	-9.979234e+00
4.567050167334117e-03	9.091177e-01	-9.979233e+00
4.569335881619833e-03	9.091157e-01	-9.979233e+00
4.571621595905547e-03	9.091136e-01	-9.979233e+00
4.573907310191262e-03	9.091115e-01	-9.979233e+00
4.576193024476976e-03	9.091094e-01	-9.979233e+00
4.578478738762691e-03	9.091073e-01	-9.979233e+00
4.580764453048405e-03	9.091052e-01	-9.979233e+00
4.588621595905549e-03	9.090980e-01	-9.979233e+00
4.596478738762694e-03	9.090908e-01	-9.979232e+00
4.604335881619837e-03	9.090836e-01	-9.979232e+00
4.612193024476981e-03	9.090764e-01	-9.979232e+00
4.620050167334125e-03	9.090692e-01	-9.979231e+00
4.627907310191269e-03	9.090620e-01	-9.979231e+00
4.635764453048413e-03	9.090548e-01	-9.979231e+00
4.647907310191272e-03	9.090437e-01	-9.979231e+00
4.660050167334130e-03	9.090326e-01	-9.979230e+00
4.672193024476989e-03	9.090215e-01	-9.979230e+00
4.684335881619848e-03	9.090103e-01	-9.979230e+00
4.696478738762707e-03	9.089992e-01	-9.979229e+00
4.708621595905565e-03	9.089881e-01	-9.979229e+00
4.720764453048424e-03	9.089770e-01	-9.979228e+00
4.726621595905567e-03	9.089716e-01	-9.979228e+00
4.732478738762712e-03	9.089663e-01	-9.979227e+00
4.738335881619855e-03	9.089609e-01	-9.979227e+00
4.744193024476998e-03	9.089556e-01	-9.979227e+00
4.750050167334142e-03	9.089502e-01	-9.979227e+00
4.755907310191286e-03	9.089449e-01	-9.979227e+00
4.761764453048429e-03	9.089395e-01	-9.979227e+00
4.764193024477001e-03	9.089372e-01	-9.979227e+00
4.766621595905573e-03	9.089350e-01	-9.979226e+00
4.769050167334144e-03	9.089328e-01	-9.979226e+00
4.771478738762717e-03	9.089306e-01	-9.979226e+00
4.773907310191288e-03	9.089283e-01	-9.979226e+00
4.776335881619860e-03	9.089261e-01	-9.979226e+00
4.778764453048432e-03	9.089239e-01	-9.979226e+00
4.785907310191290e-03	9.089174e-01	-9.979226e+00
4.793050167334147e-03	9.089108e-01	-9.979226e+00
4.800193024477006e-03	9.089042e-01	-9.979225e+00
4.807335881619864e-03	9.088977e-01	-9.979225e+00
4.814478738762723e-03	9.088912e-01	-9.979225e+00
4.821621595905580e-03	9.088847e-01	-9.979224e+00
4.828764453048438e-03	9.088781e-01	-9.979224e+00
4.841193024477011e-03	9.088667e-01	-9.979224e+00
4.853621595905584e-03	9.088554e-01	-9.979224e+00
4.866050167334157e-03	9.088440e-01	-9.979223e+00
4.878478738762731e-03	9.088326e-01	-9.979223e+00
4.890907310191304e-03	9.088212e-01	-9.979223e+00
4.903335881619877e-03	9.088098e-01	-9.979222e+00
4.915764453048450e-03	9.087985e-01	-9.979221e+00
4.924907310191308e-03	9.087901e-01	-9.979221e+00
4.934050167334166e-03	9.087817e-01	-9.979221e+00
4.943193024477025e-03	9.087734e-01	-9.979221e+00
4.952335881619883e-03	9.087650e-01	-9.979220e+00
4.961478738762742e-03	9.087566e-01	-9.979220e+00
4.970621595905600e-03	9.087482e-01	-9.979220e+00
4.979764453048458e-03	9.087399e-01	-9.979219e+00
4.999764453048461e-03	9.087216e-01	-9.979218e+00
5.000000000000000e-03	9.087213e-01	-9.979218e+00
