time	V(vin)	V(vo1)	V(vo2)
3.002430036889294e-03	6.107112e-02	-8.800341e-02	7.099283e-02
3.002892909033779e-03	7.270273e-02	7.302788e-03	8.449006e-02
3.003289893970938e-03	8.267817e-02	1.012160e-01	9.699515e-02
3.003714420228168e-03	9.334509e-02	2.119734e-01	1.104245e-01
3.004042635675802e-03	1.015916e-01	3.019726e-01	1.201485e-01
3.004322334890318e-03	1.086188e-01	3.757585e-01	1.265101e-01
3.004611117035711e-03	1.158738e-01	4.421287e-01	1.301444e-01
3.004728421827235e-03	1.188207e-01	4.634912e-01	1.304431e-01
3.004811148384147e-03	1.208989e-01	4.748431e-01	1.301582e-01
3.004913460437999e-03	1.234691e-01	4.860342e-01	1.297596e-01
3.004988445730996e-03	1.253528e-01	4.926681e-01	1.296401e-01
3.005082301198446e-03	1.277104e-01	4.993385e-01	1.298665e-01
3.005193691221905e-03	1.305085e-01	5.058594e-01	1.306749e-01
3.005308978379895e-03	1.334044e-01	5.114682e-01	1.321387e-01
3.005471323697908e-03	1.374823e-01	5.182371e-01	1.350189e-01
3.005660597694656e-03	1.422364e-01	5.253316e-01	1.390822e-01
3.005872308194787e-03	1.475537e-01	5.327471e-01	1.441088e-01
3.006134282129216e-03	1.541332e-01	5.415930e-01	1.505792e-01
3.006876942438994e-03	1.727826e-01	5.658523e-01	1.691336e-01
3.007703696554996e-03	1.935394e-01	5.919693e-01	1.898169e-01
3.009357204787001e-03	2.350367e-01	6.423767e-01	2.312033e-01
3.012664221251011e-03	3.179508e-01	7.393110e-01	3.139678e-01
3.016570471251011e-03	4.157094e-01	8.498909e-01	4.116243e-01
3.020476721251011e-03	5.132175e-01	9.574096e-01	5.090727e-01
3.028289221251011e-03	7.072478e-01	1.166431e+00	7.030330e-01
3.037217792679582e-03	9.285383e-01	1.398948e+00	9.242922e-01
3.046146364108153e-03	1.145245e+00	1.625594e+00	1.140985e+00
3.055074935536725e-03	1.357369e+00	1.846370e+00	1.353112e+00
3.064003506965296e-03	1.564909e+00	2.061275e+00	1.560672e+00
3.072932078393868e-03	1.767865e+00	2.270309e+00	1.763667e+00
3.081860649822439e-03	1.966239e+00	2.473473e+00	1.962095e+00
3.090789221251011e-03	2.160028e+00	2.670767e+00	2.155956e+00
3.105856185536725e-03	2.474096e+00	2.990764e+00	2.470174e+00
3.120923149822439e-03	2.760336e+00	3.282253e+00	2.756593e+00
3.135990114108153e-03	3.018747e+00	3.545234e+00	3.015214e+00
3.151057078393868e-03	3.249331e+00	3.779708e+00	3.246036e+00
3.166124042679582e-03	3.452087e+00	3.985674e+00	3.449061e+00
3.181191006965296e-03	3.627015e+00	4.163132e+00	3.624286e+00
3.196257971251011e-03	3.774115e+00	4.312082e+00	3.771714e+00
3.219695471251011e-03	3.924228e+00	4.464703e+00	3.922398e+00
3.243132971251011e-03	3.991102e+00	4.533008e+00	3.989847e+00
3.266570471251011e-03	3.974740e+00	4.516997e+00	3.974061e+00
3.290007971251011e-03	3.875139e+00	4.416671e+00	3.875039e+00
3.313445471251011e-03	3.692301e+00	4.232030e+00	3.692782e+00
3.336882971251011e-03	3.426226e+00	3.963074e+00	3.427290e+00
3.360320471251011e-03	3.076913e+00	3.609802e+00	3.078562e+00
3.365900828393868e-03	2.985115e+00	3.516785e+00	2.986890e+00
3.371481185536725e-03	2.889953e+00	3.420281e+00	2.891850e+00
3.377061542679582e-03	2.791426e+00	3.320289e+00	2.793443e+00
3.382641899822439e-03	2.689534e+00	3.216809e+00	2.691667e+00
3.388222256965296e-03	2.584277e+00	3.109842e+00	2.586523e+00
3.393802614108154e-03	2.475655e+00	2.999387e+00	2.478012e+00
3.399382971251011e-03	2.363669e+00	2.885444e+00	2.366132e+00
3.403289221251011e-03	2.283765e+00	2.804056e+00	2.286300e+00
3.412775828393868e-03	2.082157e+00	2.599264e+00	2.084866e+00
3.422262435536725e-03	1.875052e+00	2.387704e+00	1.877916e+00
3.431749042679583e-03	1.662447e+00	2.169377e+00	1.665453e+00
3.441235649822439e-03	1.444344e+00	1.944282e+00	1.447474e+00
3.450722256965297e-03	1.220742e+00	1.712420e+00	1.223981e+00
3.460208864108154e-03	9.916412e-01	1.473791e+00	9.949735e-01
3.469695471251011e-03	7.570419e-01	1.228395e+00	7.604514e-01
3.477507971251011e-03	5.634066e-01	1.021476e+00	5.668451e-01
3.481414221251011e-03	4.660506e-01	9.155554e-01	4.694870e-01
3.485320471251011e-03	3.684139e-01	8.072491e-01	3.718271e-01
3.489226721251011e-03	2.705553e-01	6.951990e-01	2.739031e-01
3.493132971251011e-03	1.725337e-01	5.755945e-01	1.756961e-01
3.497039221251011e-03	7.440820e-02	4.398679e-01	7.696019e-02
3.499296732894969e-03	1.767497e-02	3.344572e-01	1.871300e-02
3.500903324451345e-03	-2.270290e-02	2.113828e-01	-2.510435e-02
3.502087919671804e-03	-5.247364e-02	5.339837e-02	-6.009247e-02
3.503238592289218e-03	-8.138908e-02	-1.764148e-01	-9.507719e-02
3.503883674669266e-03	-9.759770e-02	-3.388170e-01	-1.109949e-01
3.504242427516516e-03	-1.066112e-01	-4.365816e-01	-1.104060e-01
3.504582627775786e-03	-1.151581e-01	-5.239775e-01	-9.402524e-02
3.504789654318463e-03	-1.203590e-01	-5.691493e-01	-7.349680e-02
3.505002451237238e-03	-1.257046e-01	-6.064370e-01	-4.522818e-02
3.505224155633699e-03	-1.312738e-01	-6.376367e-01	-1.438965e-02
3.505458916122168e-03	-1.371706e-01	-6.643400e-01	1.583553e-02
3.505702188766295e-03	-1.432810e-01	-6.871497e-01	4.221127e-02
3.506010997307670e-03	-1.510369e-01	-7.117597e-01	6.853663e-02
3.506344643453495e-03	-1.594160e-01	-7.351347e-01	8.969027e-02
3.506822179155948e-03	-1.714076e-01	-7.656094e-01	1.118439e-01
3.507265885902615e-03	-1.825482e-01	-7.923700e-01	1.277522e-01
3.507742014882809e-03	-1.945013e-01	-8.201302e-01	1.420334e-01
3.508829603485692e-03	-2.217983e-01	-8.818921e-01	1.711800e-01
3.512620216589917e-03	-3.168483e-01	-1.089899e+00	2.679975e-01
3.523959107771833e-03	-5.998862e-01	-1.687229e+00	5.529608e-01
3.533445714914690e-03	-8.364053e-01	-2.174103e+00	7.903143e-01
3.542932322057547e-03	-1.067950e+00	-2.649364e+00	1.022782e+00
3.552418929200404e-03	-1.294520e+00	-3.113013e+00	1.250363e+00
3.561905536343261e-03	-1.516115e+00	-3.565050e+00	1.473057e+00
3.571392143486118e-03	-1.732736e+00	-4.005475e+00	1.690866e+00
3.580878750628976e-03	-1.944383e+00	-4.434288e+00	1.903788e+00
3.590365357771833e-03	-2.151055e+00	-4.851489e+00	2.111824e+00
3.605432322057547e-03	-2.465722e+00	-5.487535e+00	2.429051e+00
3.620499286343261e-03	-2.752620e+00	-6.067420e+00	2.718748e+00
3.635566250628976e-03	-3.011749e+00	-6.591144e+00	2.980915e+00
3.650633214914690e-03	-3.243109e+00	-7.058707e+00	3.215552e+00
3.665700179200405e-03	-3.446699e+00	-7.470108e+00	3.422660e+00
3.680767143486119e-03	-3.622520e+00	-7.825348e+00	3.602237e+00
3.695834107771833e-03	-3.770572e+00	-8.124427e+00	3.754284e+00
3.719271607771833e-03	-3.922280e+00	-8.432226e+00	3.912685e+00
3.742709107771833e-03	-3.990711e+00	-8.572366e+00	3.987685e+00
3.766146607771833e-03	-3.975865e+00	-8.544847e+00	3.979284e+00
3.789584107771833e-03	-3.877742e+00	-8.349668e+00	3.887481e+00
3.813021607771833e-03	-3.696341e+00	-7.986831e+00	3.712277e+00
3.836459107771833e-03	-3.431663e+00	-7.456334e+00	3.453672e+00
3.859896607771833e-03	-3.083709e+00	-6.758179e+00	3.111666e+00
3.872173393486118e-03	-2.874562e+00	-6.338277e+00	2.905276e+00
3.884450179200403e-03	-2.651869e+00	-5.890314e+00	2.685150e+00
3.896726964914688e-03	-2.415630e+00	-5.414290e+00	2.451287e+00
3.909003750628973e-03	-2.165844e+00	-4.910203e+00	2.203688e+00
3.921280536343258e-03	-1.902512e+00	-4.378055e+00	1.942352e+00
3.933557322057544e-03	-1.625634e+00	-3.817846e+00	1.667280e+00
3.945834107771828e-03	-1.335209e+00	-3.229574e+00	1.378471e+00
3.951414464914685e-03	-1.201791e+00	-2.959274e+00	1.245659e+00
3.956994822057541e-03	-1.067313e+00	-2.685437e+00	1.111803e+00
3.962575179200398e-03	-9.317749e-01	-2.408063e+00	9.769008e-01
3.968155536343255e-03	-7.951765e-01	-2.127151e+00	8.409538e-01
3.973735893486111e-03	-6.575179e-01	-1.842703e+00	7.039618e-01
3.979316250628967e-03	-5.187991e-01	-1.554717e+00	5.659246e-01
3.984896607771824e-03	-3.790202e-01	-1.263194e+00	4.268425e-01
3.988802857771824e-03	-2.811828e-01	-1.054714e+00	3.298215e-01
3.992709107771823e-03	-1.831760e-01	-8.401079e-01	2.333098e-01
3.996615357771823e-03	-8.505893e-02	-6.094304e-01	1.396595e-01
4.000000000000000e-03	-3.918870e-15	-3.900380e-01	6.262670e-02
