vin	V(vo1)	V(vo2)
-5.200000000001692e-01	-1.540235e+00	5.200754e-01
-5.100000000001692e-01	-1.519356e+00	5.100771e-01
-5.000000000001692e-01	-1.498458e+00	5.000788e-01
-4.900000000001692e-01	-1.477543e+00	4.900805e-01
-4.800000000001692e-01	-1.456609e+00	4.800822e-01
-4.700000000001692e-01	-1.435655e+00	4.700839e-01
-4.600000000001692e-01	-1.414681e+00	4.600856e-01
-4.500000000001692e-01	-1.393685e+00	4.500873e-01
-4.400000000001691e-01	-1.372667e+00	4.400890e-01
-4.300000000001691e-01	-1.351626e+00	4.300908e-01
-4.200000000001691e-01	-1.330560e+00	4.200925e-01
-4.100000000001691e-01	-1.309468e+00	4.100942e-01
-4.000000000001691e-01	-1.288350e+00	4.000959e-01
-3.900000000001691e-01	-1.267203e+00	3.900976e-01
-3.800000000001691e-01	-1.246026e+00	3.800994e-01
-3.700000000001691e-01	-1.224818e+00	3.701011e-01
-3.600000000001691e-01	-1.203577e+00	3.601028e-01
-3.500000000001691e-01	-1.182301e+00	3.501045e-01
-3.400000000001691e-01	-1.160988e+00	3.401063e-01
-3.300000000001690e-01	-1.139636e+00	3.301080e-01
-3.200000000001690e-01	-1.118243e+00	3.201097e-01
-3.100000000001690e-01	-1.096805e+00	3.101115e-01
-3.000000000001690e-01	-1.075320e+00	3.001132e-01
-2.900000000001690e-01	-1.053784e+00	2.901149e-01
-2.800000000001690e-01	-1.032195e+00	2.801167e-01
-2.700000000001690e-01	-1.010548e+00	2.701184e-01
-2.600000000001690e-01	-9.888392e-01	2.601202e-01
-2.500000000001690e-01	-9.670632e-01	2.501219e-01
-2.400000000001690e-01	-9.452148e-01	2.401237e-01
-2.300000000001690e-01	-9.232878e-01	2.301254e-01
-2.200000000001689e-01	-9.012752e-01	2.201272e-01
-2.100000000001689e-01	-8.791690e-01	2.101289e-01
-2.000000000001689e-01	-8.569602e-01	2.001307e-01
-1.900000000001689e-01	-8.346382e-01	1.901325e-01
-1.800000000001689e-01	-8.121908e-01	1.801342e-01
-1.700000000001689e-01	-7.896037e-01	1.701360e-01
-1.600000000001689e-01	-7.668599e-01	1.601378e-01
-1.500000000001689e-01	-7.439392e-01	1.501396e-01
-1.400000000001689e-01	-7.208173e-01	1.401414e-01
-1.300000000001689e-01	-6.974643e-01	1.301432e-01
-1.200000000001689e-01	-6.738433e-01	1.201450e-01
-1.100000000001689e-01	-6.499078e-01	1.101469e-01
-1.000000000001689e-01	-6.255977e-01	1.001487e-01
-9.000000000016889e-02	-6.008345e-01	9.015060e-02
-8.000000000016889e-02	-5.755114e-01	8.015250e-02
-7.000000000016890e-02	-5.494794e-01	7.015442e-02
-6.000000000016890e-02	-5.225205e-01	6.015638e-02
-5.000000000016890e-02	-4.942986e-01	5.015839e-02
-4.000000000016889e-02	-4.642540e-01	4.016047e-02
-3.000000000016889e-02	-4.313530e-01	3.016267e-02
-2.000000000016889e-02	-3.933537e-01	2.016508e-02
-1.000000000016889e-02	-3.421389e-01	1.016804e-02
-1.688892081741500e-13	-1.471222e-01	1.786866e-04
9.999999999831111e-03	2.801978e-01	9.751350e-03
1.999999999983111e-02	3.220277e-01	1.975089e-02
2.999999999983111e-02	3.505867e-01	2.975035e-02
3.999999999983112e-02	3.739902e-01	3.974978e-02
4.999999999983112e-02	3.939708e-01	4.974918e-02
5.999999999983112e-02	4.121661e-01	5.974858e-02
6.999999999983111e-02	4.291555e-01	6.974798e-02
7.999999999983111e-02	4.452176e-01	7.974736e-02
8.999999999983110e-02	4.605649e-01	8.974674e-02
9.999999999983110e-02	4.753482e-01	9.974612e-02
1.099999999998311e-01	4.896750e-01	1.097455e-01
1.199999999998311e-01	5.036248e-01	1.197449e-01
1.299999999998311e-01	5.172578e-01	1.297442e-01
1.399999999998311e-01	5.306211e-01	1.397436e-01
1.499999999998311e-01	5.437520e-01	1.497430e-01
1.599999999998311e-01	5.566806e-01	1.597423e-01
1.699999999998311e-01	5.694312e-01	1.697417e-01
1.799999999998311e-01	5.820245e-01	1.797410e-01
1.899999999998311e-01	5.944774e-01	1.897404e-01
1.999999999998311e-01	6.068042e-01	1.997398e-01
2.099999999998312e-01	6.190174e-01	2.097391e-01
2.199999999998312e-01	6.311275e-01	2.197385e-01
2.299999999998312e-01	6.431437e-01	2.297378e-01
2.399999999998312e-01	6.550740e-01	2.397372e-01
2.499999999998312e-01	6.669254e-01	2.497365e-01
2.599999999998312e-01	6.787041e-01	2.597359e-01
2.699999999998312e-01	6.904157e-01	2.697352e-01
2.799999999998312e-01	7.020649e-01	2.797346e-01
2.899999999998312e-01	7.136562e-01	2.897340e-01
2.999999999998312e-01	7.251935e-01	2.997333e-01
3.099999999998312e-01	7.366804e-01	3.097327e-01
3.199999999998313e-01	7.481200e-01	3.197320e-01
3.299999999998313e-01	7.595152e-01	3.297314e-01
3.399999999998313e-01	7.708688e-01	3.397307e-01
3.499999999998313e-01	7.821832e-01	3.497301e-01
3.599999999998313e-01	7.934604e-01	3.597294e-01
3.699999999998313e-01	8.047026e-01	3.697288e-01
3.799999999998313e-01	8.159117e-01	3.797281e-01
3.899999999998313e-01	8.270894e-01	3.897275e-01
3.999999999998313e-01	8.382372e-01	3.997268e-01
4.099999999998313e-01	8.493567e-01	4.097262e-01
4.199999999998313e-01	8.604491e-01	4.197255e-01
4.299999999998314e-01	8.715159e-01	4.297249e-01
4.399999999998314e-01	8.825581e-01	4.397242e-01
4.499999999998314e-01	8.935769e-01	4.497236e-01
4.599999999998314e-01	9.045732e-01	4.597229e-01
4.699999999998314e-01	9.155481e-01	4.697223e-01
4.799999999998314e-01	9.265025e-01	4.797216e-01
4.899999999998314e-01	9.374372e-01	4.897210e-01
4.999999999998314e-01	9.483530e-01	4.997203e-01
5.099999999998314e-01	9.592506e-01	5.097197e-01
5.199999999998314e-01	9.701309e-01	5.197190e-01
5.299999999998314e-01	9.809943e-01	5.297184e-01
5.399999999998314e-01	9.918416e-01	5.397177e-01
5.499999999998314e-01	1.002673e+00	5.497171e-01
5.599999999998314e-01	1.013490e+00	5.597164e-01
5.699999999998314e-01	1.024292e+00	5.697157e-01
5.799999999998314e-01	1.035081e+00	5.797151e-01
5.899999999998314e-01	1.045855e+00	5.897145e-01
5.999999999998314e-01	1.056617e+00	5.997138e-01
6.099999999998315e-01	1.067366e+00	6.097131e-01
6.199999999998315e-01	1.078103e+00	6.197125e-01
6.299999999998315e-01	1.088829e+00	6.297119e-01
6.399999999998315e-01	1.099542e+00	6.397112e-01
6.499999999998315e-01	1.110245e+00	6.497105e-01
6.599999999998315e-01	1.120937e+00	6.597099e-01
6.699999999998315e-01	1.131619e+00	6.697092e-01
6.799999999998315e-01	1.142290e+00	6.797086e-01
6.899999999998315e-01	1.152952e+00	6.897079e-01
6.999999999998315e-01	1.163604e+00	6.997073e-01
7.099999999998315e-01	1.174247e+00	7.097066e-01
7.199999999998316e-01	1.184881e+00	7.197059e-01
7.299999999998316e-01	1.195506e+00	7.297053e-01
7.399999999998316e-01	1.206123e+00	7.397047e-01
7.499999999998316e-01	1.216731e+00	7.497040e-01
7.599999999998316e-01	1.227331e+00	7.597033e-01
7.699999999998316e-01	1.237924e+00	7.697027e-01
7.799999999998316e-01	1.248508e+00	7.797020e-01
7.899999999998316e-01	1.259086e+00	7.897014e-01
7.999999999998316e-01	1.269656e+00	7.997007e-01
8.099999999998316e-01	1.280219e+00	8.097001e-01
8.199999999998316e-01	1.290775e+00	8.196994e-01
8.299999999998317e-01	1.301324e+00	8.296987e-01
8.399999999998317e-01	1.311867e+00	8.396981e-01
8.499999999998317e-01	1.322403e+00	8.496975e-01
8.599999999998317e-01	1.332933e+00	8.596968e-01
8.699999999998317e-01	1.343457e+00	8.696961e-01
8.799999999998317e-01	1.353975e+00	8.796955e-01
8.899999999998317e-01	1.364487e+00	8.896948e-01
8.999999999998317e-01	1.374993e+00	8.996941e-01
9.099999999998317e-01	1.385494e+00	9.096935e-01
9.199999999998317e-01	1.395990e+00	9.196929e-01
9.299999999998317e-01	1.406479e+00	9.296922e-01
9.399999999998317e-01	1.416964e+00	9.396915e-01
9.499999999998318e-01	1.427444e+00	9.496909e-01
9.599999999998318e-01	1.437918e+00	9.596902e-01
9.699999999998318e-01	1.448388e+00	9.696895e-01
9.799999999998318e-01	1.458853e+00	9.796889e-01
9.899999999998318e-01	1.469313e+00	9.896883e-01
9.999999999998318e-01	1.479768e+00	9.996876e-01
1.009999999999832e+00	1.490219e+00	1.009687e+00
1.019999999999832e+00	1.500665e+00	1.019686e+00
1.029999999999832e+00	1.511107e+00	1.029686e+00
1.039999999999832e+00	1.521545e+00	1.039685e+00
1.049999999999832e+00	1.531979e+00	1.049684e+00
1.059999999999832e+00	1.542408e+00	1.059684e+00
1.069999999999832e+00	1.552834e+00	1.069683e+00
1.079999999999832e+00	1.563255e+00	1.079682e+00
1.089999999999832e+00	1.573673e+00	1.089682e+00
1.099999999999832e+00	1.584087e+00	1.099681e+00
1.109999999999832e+00	1.594497e+00	1.109680e+00
1.119999999999832e+00	1.604903e+00	1.119680e+00
1.129999999999832e+00	1.615306e+00	1.129679e+00
1.139999999999832e+00	1.625705e+00	1.139678e+00
1.149999999999832e+00	1.636101e+00	1.149678e+00
1.159999999999832e+00	1.646493e+00	1.159677e+00
1.169999999999832e+00	1.656882e+00	1.169676e+00
1.179999999999832e+00	1.667268e+00	1.179676e+00
1.189999999999832e+00	1.677650e+00	1.189675e+00
1.199999999999832e+00	1.688030e+00	1.199674e+00
1.209999999999832e+00	1.698406e+00	1.209674e+00
1.219999999999832e+00	1.708779e+00	1.219673e+00
1.229999999999832e+00	1.719148e+00	1.229672e+00
1.239999999999832e+00	1.729515e+00	1.239672e+00
1.249999999999832e+00	1.739879e+00	1.249671e+00
1.259999999999832e+00	1.750240e+00	1.259670e+00
1.269999999999832e+00	1.760598e+00	1.269670e+00
1.279999999999832e+00	1.770954e+00	1.279669e+00
1.289999999999832e+00	1.781306e+00	1.289669e+00
1.299999999999832e+00	1.791656e+00	1.299668e+00
1.309999999999832e+00	1.802004e+00	1.309667e+00
1.319999999999832e+00	1.812348e+00	1.319667e+00
1.329999999999832e+00	1.822690e+00	1.329666e+00
1.339999999999832e+00	1.833029e+00	1.339665e+00
1.349999999999832e+00	1.843366e+00	1.349665e+00
1.359999999999832e+00	1.853701e+00	1.359664e+00
1.369999999999832e+00	1.864033e+00	1.369663e+00
1.379999999999832e+00	1.874362e+00	1.379663e+00
1.389999999999832e+00	1.884689e+00	1.389662e+00
1.399999999999832e+00	1.895014e+00	1.399661e+00
1.409999999999832e+00	1.905336e+00	1.409661e+00
1.419999999999832e+00	1.915657e+00	1.419660e+00
1.429999999999832e+00	1.925975e+00	1.429659e+00
1.439999999999832e+00	1.936290e+00	1.439659e+00
1.449999999999832e+00	1.946604e+00	1.449658e+00
1.459999999999832e+00	1.956915e+00	1.459657e+00
1.469999999999832e+00	1.967224e+00	1.469657e+00
1.479999999999832e+00	1.977532e+00	1.479656e+00
1.489999999999832e+00	1.987837e+00	1.489655e+00
1.499999999999832e+00	1.998140e+00	1.499655e+00
1.509999999999832e+00	2.008441e+00	1.509654e+00
1.519999999999832e+00	2.018740e+00	1.519653e+00
1.529999999999832e+00	2.029037e+00	1.529653e+00
1.539999999999832e+00	2.039332e+00	1.539652e+00
1.549999999999832e+00	2.049625e+00	1.549651e+00
1.559999999999832e+00	2.059917e+00	1.559651e+00
1.569999999999832e+00	2.070206e+00	1.569650e+00
1.579999999999832e+00	2.080494e+00	1.579649e+00
1.589999999999832e+00	2.090780e+00	1.589649e+00
1.599999999999832e+00	2.101064e+00	1.599648e+00
1.609999999999832e+00	2.111346e+00	1.609647e+00
1.619999999999832e+00	2.121627e+00	1.619647e+00
1.629999999999832e+00	2.131905e+00	1.629646e+00
1.639999999999832e+00	2.142182e+00	1.639645e+00
1.649999999999832e+00	2.152458e+00	1.649645e+00
1.659999999999832e+00	2.162732e+00	1.659644e+00
1.669999999999832e+00	2.173004e+00	1.669643e+00
1.679999999999832e+00	2.183274e+00	1.679643e+00
1.689999999999832e+00	2.193543e+00	1.689642e+00
1.699999999999832e+00	2.203810e+00	1.699641e+00
1.709999999999832e+00	2.214076e+00	1.709641e+00
1.719999999999832e+00	2.224340e+00	1.719640e+00
1.729999999999832e+00	2.234603e+00	1.729640e+00
1.739999999999832e+00	2.244864e+00	1.739639e+00
1.749999999999832e+00	2.255123e+00	1.749638e+00
1.759999999999832e+00	2.265382e+00	1.759637e+00
1.769999999999832e+00	2.275638e+00	1.769637e+00
1.779999999999832e+00	2.285893e+00	1.779636e+00
1.789999999999832e+00	2.296147e+00	1.789636e+00
1.799999999999832e+00	2.306400e+00	1.799635e+00
1.809999999999832e+00	2.316651e+00	1.809634e+00
1.819999999999832e+00	2.326900e+00	1.819633e+00
1.829999999999832e+00	2.337148e+00	1.829633e+00
1.839999999999832e+00	2.347395e+00	1.839632e+00
1.849999999999832e+00	2.357641e+00	1.849632e+00
1.859999999999832e+00	2.367885e+00	1.859631e+00
1.869999999999832e+00	2.378128e+00	1.869630e+00
1.879999999999832e+00	2.388370e+00	1.879630e+00
1.889999999999832e+00	2.398610e+00	1.889629e+00
1.899999999999832e+00	2.408849e+00	1.899628e+00
1.909999999999832e+00	2.419087e+00	1.909628e+00
1.919999999999833e+00	2.429323e+00	1.919627e+00
1.929999999999833e+00	2.439559e+00	1.929626e+00
1.939999999999833e+00	2.449793e+00	1.939626e+00
1.949999999999833e+00	2.460026e+00	1.949625e+00
1.959999999999833e+00	2.470257e+00	1.959624e+00
1.969999999999833e+00	2.480488e+00	1.969624e+00
1.979999999999833e+00	2.490717e+00	1.979623e+00
1.989999999999833e+00	2.500946e+00	1.989622e+00
1.999999999999833e+00	2.511173e+00	1.999622e+00
2.009999999999832e+00	2.521399e+00	2.009621e+00
2.019999999999832e+00	2.531623e+00	2.019620e+00
2.029999999999832e+00	2.541847e+00	2.029620e+00
2.039999999999832e+00	2.552069e+00	2.039619e+00
2.049999999999832e+00	2.562291e+00	2.049618e+00
2.059999999999831e+00	2.572511e+00	2.059618e+00
2.069999999999831e+00	2.582731e+00	2.069617e+00
2.079999999999831e+00	2.592949e+00	2.079616e+00
2.089999999999831e+00	2.603166e+00	2.089616e+00
2.099999999999830e+00	2.613383e+00	2.099615e+00
2.109999999999830e+00	2.623598e+00	2.109614e+00
2.119999999999830e+00	2.633812e+00	2.119614e+00
2.129999999999830e+00	2.644025e+00	2.129613e+00
2.139999999999830e+00	2.654237e+00	2.139612e+00
2.149999999999829e+00	2.664448e+00	2.149612e+00
2.159999999999829e+00	2.674659e+00	2.159611e+00
2.169999999999829e+00	2.684868e+00	2.169610e+00
2.179999999999829e+00	2.695076e+00	2.179610e+00
2.189999999999829e+00	2.705283e+00	2.189609e+00
2.199999999999828e+00	2.715490e+00	2.199608e+00
2.209999999999828e+00	2.725695e+00	2.209608e+00
2.219999999999828e+00	2.735900e+00	2.219607e+00
2.229999999999828e+00	2.746103e+00	2.229606e+00
2.239999999999827e+00	2.756306e+00	2.239606e+00
2.249999999999827e+00	2.766508e+00	2.249605e+00
2.259999999999827e+00	2.776709e+00	2.259604e+00
2.269999999999827e+00	2.786909e+00	2.269604e+00
2.279999999999827e+00	2.797108e+00	2.279603e+00
2.289999999999826e+00	2.807306e+00	2.289602e+00
2.299999999999826e+00	2.817503e+00	2.299602e+00
2.309999999999826e+00	2.827700e+00	2.309601e+00
2.319999999999826e+00	2.837895e+00	2.319600e+00
2.329999999999826e+00	2.848090e+00	2.329600e+00
2.339999999999825e+00	2.858284e+00	2.339599e+00
2.349999999999825e+00	2.868477e+00	2.349598e+00
2.359999999999825e+00	2.878670e+00	2.359598e+00
2.369999999999825e+00	2.888861e+00	2.369597e+00
2.379999999999824e+00	2.899052e+00	2.379596e+00
2.389999999999824e+00	2.909242e+00	2.389596e+00
2.399999999999824e+00	2.919431e+00	2.399595e+00
2.409999999999824e+00	2.929619e+00	2.409594e+00
2.419999999999824e+00	2.939807e+00	2.419594e+00
2.429999999999823e+00	2.949994e+00	2.429593e+00
2.439999999999823e+00	2.960180e+00	2.439592e+00
2.449999999999823e+00	2.970365e+00	2.449592e+00
2.459999999999823e+00	2.980549e+00	2.459591e+00
2.469999999999823e+00	2.990733e+00	2.469590e+00
2.479999999999822e+00	3.000916e+00	2.479590e+00
2.489999999999822e+00	3.011098e+00	2.489589e+00
2.499999999999822e+00	3.021280e+00	2.499588e+00
2.509999999999822e+00	3.031461e+00	2.509588e+00
2.519999999999821e+00	3.041641e+00	2.519587e+00
2.529999999999821e+00	3.051820e+00	2.529586e+00
2.539999999999821e+00	3.061999e+00	2.539586e+00
2.549999999999821e+00	3.072177e+00	2.549585e+00
2.559999999999821e+00	3.082354e+00	2.559584e+00
2.569999999999820e+00	3.092530e+00	2.569584e+00
2.579999999999820e+00	3.102706e+00	2.579583e+00
2.589999999999820e+00	3.112882e+00	2.589582e+00
2.599999999999820e+00	3.123056e+00	2.599582e+00
2.609999999999820e+00	3.133230e+00	2.609581e+00
2.619999999999819e+00	3.143403e+00	2.619581e+00
2.629999999999819e+00	3.153576e+00	2.629580e+00
2.639999999999819e+00	3.163748e+00	2.639579e+00
2.649999999999819e+00	3.173919e+00	2.649578e+00
2.659999999999819e+00	3.184089e+00	2.659578e+00
2.669999999999818e+00	3.194259e+00	2.669577e+00
2.679999999999818e+00	3.204429e+00	2.679576e+00
2.689999999999818e+00	3.214597e+00	2.689576e+00
2.699999999999818e+00	3.224766e+00	2.699575e+00
2.709999999999817e+00	3.234933e+00	2.709574e+00
2.719999999999817e+00	3.245100e+00	2.719574e+00
2.729999999999817e+00	3.255266e+00	2.729573e+00
2.739999999999817e+00	3.265431e+00	2.739573e+00
2.749999999999817e+00	3.275596e+00	2.749572e+00
2.759999999999816e+00	3.285761e+00	2.759571e+00
2.769999999999816e+00	3.295925e+00	2.769570e+00
2.779999999999816e+00	3.306088e+00	2.779570e+00
2.789999999999816e+00	3.316251e+00	2.789569e+00
2.799999999999816e+00	3.326412e+00	2.799568e+00
2.809999999999815e+00	3.336574e+00	2.809568e+00
2.819999999999815e+00	3.346735e+00	2.819567e+00
2.829999999999815e+00	3.356895e+00	2.829566e+00
2.839999999999815e+00	3.367055e+00	2.839566e+00
2.849999999999814e+00	3.377214e+00	2.849565e+00
2.859999999999814e+00	3.387373e+00	2.859565e+00
2.869999999999814e+00	3.397531e+00	2.869564e+00
2.879999999999814e+00	3.407688e+00	2.879563e+00
2.889999999999814e+00	3.417845e+00	2.889562e+00
2.899999999999813e+00	3.428002e+00	2.899562e+00
2.909999999999813e+00	3.438158e+00	2.909561e+00
2.919999999999813e+00	3.448313e+00	2.919560e+00
2.929999999999813e+00	3.458468e+00	2.929560e+00
2.939999999999813e+00	3.468622e+00	2.939559e+00
2.949999999999812e+00	3.478776e+00	2.949558e+00
2.959999999999812e+00	3.488929e+00	2.959558e+00
2.969999999999812e+00	3.499082e+00	2.969557e+00
2.979999999999812e+00	3.509234e+00	2.979556e+00
2.989999999999811e+00	3.519386e+00	2.989556e+00
2.999999999999811e+00	3.529537e+00	2.999555e+00
3.009999999999811e+00	3.539688e+00	3.009554e+00
3.019999999999811e+00	3.549838e+00	3.019554e+00
3.029999999999811e+00	3.559988e+00	3.029553e+00
3.039999999999810e+00	3.570137e+00	3.039552e+00
3.049999999999810e+00	3.580286e+00	3.049552e+00
3.059999999999810e+00	3.590434e+00	3.059551e+00
3.069999999999810e+00	3.600581e+00	3.069551e+00
3.079999999999810e+00	3.610729e+00	3.079550e+00
3.089999999999809e+00	3.620875e+00	3.089549e+00
3.099999999999809e+00	3.631022e+00	3.099548e+00
3.109999999999809e+00	3.641168e+00	3.109548e+00
3.119999999999809e+00	3.651313e+00	3.119547e+00
3.129999999999808e+00	3.661458e+00	3.129546e+00
3.139999999999808e+00	3.671602e+00	3.139546e+00
3.149999999999808e+00	3.681746e+00	3.149545e+00
3.159999999999808e+00	3.691890e+00	3.159544e+00
3.169999999999808e+00	3.702033e+00	3.169544e+00
3.179999999999807e+00	3.712176e+00	3.179543e+00
3.189999999999807e+00	3.722318e+00	3.189542e+00
3.199999999999807e+00	3.732460e+00	3.199542e+00
3.209999999999807e+00	3.742601e+00	3.209541e+00
3.219999999999807e+00	3.752742e+00	3.219540e+00
3.229999999999806e+00	3.762882e+00	3.229540e+00
3.239999999999806e+00	3.773022e+00	3.239539e+00
3.249999999999806e+00	3.783161e+00	3.249538e+00
3.259999999999806e+00	3.793301e+00	3.259538e+00
3.269999999999806e+00	3.803439e+00	3.269537e+00
3.279999999999805e+00	3.813578e+00	3.279536e+00
3.289999999999805e+00	3.823715e+00	3.289536e+00
3.299999999999805e+00	3.833853e+00	3.299535e+00
3.309999999999805e+00	3.843990e+00	3.309534e+00
3.319999999999804e+00	3.854126e+00	3.319534e+00
3.329999999999804e+00	3.864263e+00	3.329533e+00
3.339999999999804e+00	3.874398e+00	3.339532e+00
3.349999999999804e+00	3.884534e+00	3.349532e+00
3.359999999999804e+00	3.894669e+00	3.359531e+00
3.369999999999803e+00	3.904803e+00	3.369530e+00
3.379999999999803e+00	3.914937e+00	3.379530e+00
3.389999999999803e+00	3.925071e+00	3.389529e+00
3.399999999999803e+00	3.935205e+00	3.399528e+00
3.409999999999803e+00	3.945338e+00	3.409528e+00
3.419999999999802e+00	3.955470e+00	3.419527e+00
3.429999999999802e+00	3.965602e+00	3.429526e+00
3.439999999999802e+00	3.975734e+00	3.439526e+00
3.449999999999802e+00	3.985866e+00	3.449525e+00
3.459999999999801e+00	3.995997e+00	3.459524e+00
3.469999999999801e+00	4.006127e+00	3.469524e+00
3.479999999999801e+00	4.016258e+00	3.479523e+00
3.489999999999801e+00	4.026388e+00	3.489522e+00
3.499999999999801e+00	4.036517e+00	3.499522e+00
3.509999999999800e+00	4.046646e+00	3.509521e+00
3.519999999999800e+00	4.056775e+00	3.519520e+00
3.529999999999800e+00	4.066904e+00	3.529520e+00
3.539999999999800e+00	4.077032e+00	3.539519e+00
3.549999999999800e+00	4.087159e+00	3.549518e+00
3.559999999999799e+00	4.097287e+00	3.559518e+00
3.569999999999799e+00	4.107414e+00	3.569517e+00
3.579999999999799e+00	4.117540e+00	3.579516e+00
3.589999999999799e+00	4.127666e+00	3.589516e+00
3.599999999999798e+00	4.137793e+00	3.599515e+00
3.609999999999798e+00	4.147918e+00	3.609514e+00
3.619999999999798e+00	4.158043e+00	3.619514e+00
3.629999999999798e+00	4.168169e+00	3.629513e+00
3.639999999999798e+00	4.178293e+00	3.639512e+00
3.649999999999797e+00	4.188417e+00	3.649512e+00
3.659999999999797e+00	4.198541e+00	3.659511e+00
3.669999999999797e+00	4.208664e+00	3.669510e+00
3.679999999999797e+00	4.218788e+00	3.679510e+00
3.689999999999797e+00	4.228910e+00	3.689509e+00
3.699999999999796e+00	4.239033e+00	3.699508e+00
3.709999999999796e+00	4.249156e+00	3.709507e+00
3.719999999999796e+00	4.259277e+00	3.719507e+00
3.729999999999796e+00	4.269399e+00	3.729506e+00
3.739999999999795e+00	4.279520e+00	3.739506e+00
3.749999999999795e+00	4.289641e+00	3.749505e+00
3.759999999999795e+00	4.299761e+00	3.759504e+00
3.769999999999795e+00	4.309882e+00	3.769504e+00
3.779999999999795e+00	4.320002e+00	3.779503e+00
3.789999999999794e+00	4.330121e+00	3.789502e+00
3.799999999999794e+00	4.340240e+00	3.799501e+00
3.809999999999794e+00	4.350359e+00	3.809501e+00
3.819999999999794e+00	4.360478e+00	3.819500e+00
3.829999999999794e+00	4.370596e+00	3.829499e+00
3.839999999999793e+00	4.380714e+00	3.839499e+00
3.849999999999793e+00	4.390832e+00	3.849498e+00
3.859999999999793e+00	4.400950e+00	3.859498e+00
3.869999999999793e+00	4.411067e+00	3.869497e+00
3.879999999999793e+00	4.421184e+00	3.879496e+00
3.889999999999792e+00	4.431300e+00	3.889495e+00
3.899999999999792e+00	4.441417e+00	3.899495e+00
3.909999999999792e+00	4.451532e+00	3.909494e+00
3.919999999999792e+00	4.461648e+00	3.919493e+00
3.929999999999791e+00	4.471764e+00	3.929493e+00
3.939999999999791e+00	4.481878e+00	3.939492e+00
3.949999999999791e+00	4.491993e+00	3.949492e+00
3.959999999999791e+00	4.502108e+00	3.959491e+00
3.969999999999791e+00	4.512222e+00	3.969490e+00
3.979999999999790e+00	4.522336e+00	3.979489e+00
3.989999999999790e+00	4.532449e+00	3.989489e+00
3.999999999999790e+00	4.542562e+00	3.999488e+00
4.009999999999790e+00	4.552676e+00	4.009488e+00
4.019999999999790e+00	4.562788e+00	4.019487e+00
4.029999999999790e+00	4.572901e+00	4.029486e+00
4.039999999999790e+00	4.583013e+00	4.039485e+00
4.049999999999789e+00	4.593125e+00	4.049485e+00
4.059999999999789e+00	4.603237e+00	4.059484e+00
4.069999999999789e+00	4.613348e+00	4.069483e+00
4.079999999999789e+00	4.623459e+00	4.079483e+00
4.089999999999788e+00	4.633570e+00	4.089482e+00
4.099999999999788e+00	4.643681e+00	4.099481e+00
4.109999999999788e+00	4.653791e+00	4.109481e+00
4.119999999999788e+00	4.663901e+00	4.119480e+00
4.129999999999788e+00	4.674011e+00	4.129479e+00
4.139999999999787e+00	4.684120e+00	4.139479e+00
4.149999999999787e+00	4.694229e+00	4.149478e+00
4.159999999999787e+00	4.704338e+00	4.159477e+00
4.169999999999787e+00	4.714447e+00	4.169477e+00
4.179999999999787e+00	4.724555e+00	4.179476e+00
4.189999999999786e+00	4.734663e+00	4.189475e+00
4.199999999999786e+00	4.744771e+00	4.199475e+00
4.209999999999786e+00	4.754879e+00	4.209474e+00
4.219999999999786e+00	4.764987e+00	4.219473e+00
4.229999999999785e+00	4.775094e+00	4.229473e+00
4.239999999999785e+00	4.785201e+00	4.239472e+00
4.249999999999785e+00	4.795307e+00	4.249471e+00
4.259999999999785e+00	4.805414e+00	4.259470e+00
4.269999999999785e+00	4.815520e+00	4.269470e+00
4.279999999999784e+00	4.825625e+00	4.279469e+00
4.289999999999784e+00	4.835731e+00	4.289469e+00
4.299999999999784e+00	4.845837e+00	4.299468e+00
4.309999999999784e+00	4.855942e+00	4.309467e+00
4.319999999999784e+00	4.866046e+00	4.319467e+00
4.329999999999783e+00	4.876151e+00	4.329466e+00
4.339999999999783e+00	4.886256e+00	4.339465e+00
4.349999999999783e+00	4.896360e+00	4.349464e+00
4.359999999999783e+00	4.906464e+00	4.359464e+00
4.369999999999783e+00	4.916567e+00	4.369463e+00
4.379999999999782e+00	4.926671e+00	4.379462e+00
4.389999999999782e+00	4.936774e+00	4.389462e+00
4.399999999999782e+00	4.946877e+00	4.399461e+00
4.409999999999782e+00	4.956980e+00	4.409461e+00
4.419999999999781e+00	4.967083e+00	4.419460e+00
4.429999999999781e+00	4.977185e+00	4.429459e+00
4.439999999999781e+00	4.987287e+00	4.439458e+00
4.449999999999781e+00	4.997389e+00	4.449458e+00
4.459999999999781e+00	5.007490e+00	4.459457e+00
4.469999999999780e+00	5.017591e+00	4.469456e+00
4.479999999999780e+00	5.027693e+00	4.479456e+00
4.489999999999780e+00	5.037794e+00	4.489455e+00
4.499999999999780e+00	5.047894e+00	4.499454e+00
4.509999999999780e+00	5.057995e+00	4.509454e+00
4.519999999999779e+00	5.068095e+00	4.519453e+00
4.529999999999779e+00	5.078195e+00	4.529452e+00
4.539999999999779e+00	5.088295e+00	4.539452e+00
4.549999999999779e+00	5.098394e+00	4.549451e+00
4.559999999999778e+00	5.108494e+00	4.559450e+00
4.569999999999778e+00	5.118593e+00	4.569449e+00
4.579999999999778e+00	5.128692e+00	4.579449e+00
4.589999999999778e+00	5.138791e+00	4.589448e+00
4.599999999999778e+00	5.148889e+00	4.599448e+00
