vin	V(vo1)	V(vo2)
-5.340000000000099e+00	-9.995907e+00	2.779999e+00
-5.330000000000100e+00	-9.995906e+00	2.809852e+00
-5.320000000000100e+00	-9.995905e+00	2.839705e+00
-5.310000000000100e+00	-9.995904e+00	2.869559e+00
-5.300000000000100e+00	-9.995903e+00	2.899412e+00
-5.290000000000100e+00	-9.995902e+00	2.929266e+00
-5.280000000000101e+00	-9.995900e+00	2.959120e+00
-5.270000000000101e+00	-9.995899e+00	2.988975e+00
-5.260000000000101e+00	-9.995898e+00	3.018829e+00
-5.250000000000101e+00	-9.995897e+00	3.048684e+00
-5.240000000000101e+00	-9.995896e+00	3.078539e+00
-5.230000000000102e+00	-9.995895e+00	3.108394e+00
-5.220000000000102e+00	-9.995894e+00	3.138249e+00
-5.210000000000102e+00	-9.995893e+00	3.168105e+00
-5.200000000000102e+00	-9.995892e+00	3.197961e+00
-5.190000000000103e+00	-9.995891e+00	3.227817e+00
-5.180000000000103e+00	-9.995890e+00	3.257673e+00
-5.170000000000103e+00	-9.995889e+00	3.287529e+00
-5.160000000000103e+00	-9.995888e+00	3.317386e+00
-5.150000000000103e+00	-9.995887e+00	3.347243e+00
-5.140000000000104e+00	-9.995885e+00	3.377100e+00
-5.130000000000104e+00	-9.995884e+00	3.406957e+00
-5.120000000000104e+00	-9.995883e+00	3.436814e+00
-5.110000000000104e+00	-9.995882e+00	3.466672e+00
-5.100000000000104e+00	-9.995881e+00	3.496530e+00
-5.090000000000105e+00	-9.995880e+00	3.526388e+00
-5.080000000000105e+00	-9.995879e+00	3.556246e+00
-5.070000000000105e+00	-9.995877e+00	3.586104e+00
-5.060000000000105e+00	-9.995876e+00	3.615963e+00
-5.050000000000106e+00	-9.995875e+00	3.645821e+00
-5.040000000000106e+00	-9.995874e+00	3.675680e+00
-5.030000000000106e+00	-9.995872e+00	3.705539e+00
-5.020000000000106e+00	-9.995872e+00	3.735398e+00
-5.010000000000106e+00	-9.995871e+00	3.765257e+00
-5.000000000000107e+00	-9.995869e+00	3.795116e+00
-4.990000000000107e+00	-9.995867e+00	3.824975e+00
-4.980000000000107e+00	-9.995865e+00	3.854833e+00
-4.970000000000107e+00	-9.995862e+00	3.884691e+00
-4.960000000000107e+00	-9.995859e+00	3.914547e+00
-4.950000000000108e+00	-9.995855e+00	3.944402e+00
-4.940000000000108e+00	-9.995850e+00	3.974254e+00
-4.930000000000108e+00	-9.995842e+00	4.004103e+00
-4.920000000000108e+00	-9.995831e+00	4.033945e+00
-4.910000000000108e+00	-9.995816e+00	4.063779e+00
-4.900000000000109e+00	-9.995795e+00	4.093600e+00
-4.890000000000109e+00	-9.995765e+00	4.123403e+00
-4.880000000000109e+00	-9.995720e+00	4.153178e+00
-4.870000000000109e+00	-9.995655e+00	4.182914e+00
-4.860000000000110e+00	-9.995561e+00	4.212593e+00
-4.850000000000110e+00	-9.995425e+00	4.242188e+00
-4.840000000000110e+00	-9.995230e+00	4.271666e+00
-4.830000000000110e+00	-9.994951e+00	4.300978e+00
-4.820000000000110e+00	-9.994557e+00	4.330063e+00
-4.810000000000111e+00	-9.994009e+00	4.358840e+00
-4.800000000000111e+00	-9.993258e+00	4.387215e+00
-4.790000000000111e+00	-9.992248e+00	4.415079e+00
-4.780000000000111e+00	-9.990921e+00	4.442314e+00
-4.770000000000111e+00	-9.989216e+00	4.468797e+00
-4.760000000000112e+00	-9.987067e+00	4.494402e+00
-4.750000000000112e+00	-9.984407e+00	4.518992e+00
-4.740000000000112e+00	-9.981156e+00	4.542409e+00
-4.730000000000112e+00	-9.977215e+00	4.564458e+00
-4.720000000000113e+00	-9.972454e+00	4.584880e+00
-4.710000000000113e+00	-9.966696e+00	4.603326e+00
-4.700000000000113e+00	-9.959704e+00	4.619323e+00
-4.690000000000113e+00	-9.951168e+00	4.632259e+00
-4.680000000000113e+00	-9.940695e+00	4.641349e+00
-4.670000000000114e+00	-9.928040e+00	4.646114e+00
-4.660000000000114e+00	-9.913096e+00	4.646339e+00
-4.650000000000114e+00	-9.896160e+00	4.642612e+00
-4.640000000000114e+00	-9.877799e+00	4.636059e+00
-4.630000000000114e+00	-9.858582e+00	4.627809e+00
-4.620000000000115e+00	-9.838910e+00	4.618654e+00
-4.610000000000115e+00	-9.819012e+00	4.609053e+00
-4.600000000000115e+00	-9.799006e+00	4.599239e+00
-4.590000000000115e+00	-9.778951e+00	4.589326e+00
-4.580000000000116e+00	-9.758871e+00	4.579367e+00
-4.570000000000116e+00	-9.738781e+00	4.569387e+00
-4.560000000000116e+00	-9.718686e+00	4.559397e+00
-4.550000000000116e+00	-9.698588e+00	4.549402e+00
-4.540000000000116e+00	-9.678489e+00	4.539406e+00
-4.530000000000117e+00	-9.658389e+00	4.529408e+00
-4.520000000000117e+00	-9.638289e+00	4.519410e+00
-4.510000000000117e+00	-9.618189e+00	4.509412e+00
-4.500000000000117e+00	-9.598088e+00	4.499414e+00
-4.490000000000117e+00	-9.577987e+00	4.489416e+00
-4.480000000000118e+00	-9.557886e+00	4.479417e+00
-4.470000000000118e+00	-9.537785e+00	4.469419e+00
-4.460000000000118e+00	-9.517682e+00	4.459421e+00
-4.450000000000118e+00	-9.497581e+00	4.449422e+00
-4.440000000000119e+00	-9.477478e+00	4.439424e+00
-4.430000000000119e+00	-9.457376e+00	4.429425e+00
-4.420000000000119e+00	-9.437273e+00	4.419427e+00
-4.410000000000119e+00	-9.417171e+00	4.409429e+00
-4.400000000000119e+00	-9.397067e+00	4.399430e+00
-4.390000000000120e+00	-9.376965e+00	4.389432e+00
-4.380000000000120e+00	-9.356860e+00	4.379434e+00
-4.370000000000120e+00	-9.336757e+00	4.369435e+00
-4.360000000000120e+00	-9.316653e+00	4.359437e+00
-4.350000000000120e+00	-9.296549e+00	4.349439e+00
-4.340000000000121e+00	-9.276444e+00	4.339440e+00
-4.330000000000121e+00	-9.256339e+00	4.329442e+00
-4.320000000000121e+00	-9.236235e+00	4.319443e+00
-4.310000000000121e+00	-9.216129e+00	4.309445e+00
-4.300000000000122e+00	-9.196024e+00	4.299447e+00
-4.290000000000122e+00	-9.175918e+00	4.289448e+00
-4.280000000000122e+00	-9.155812e+00	4.279450e+00
-4.270000000000122e+00	-9.135706e+00	4.269452e+00
-4.260000000000122e+00	-9.115600e+00	4.259453e+00
-4.250000000000123e+00	-9.095492e+00	4.249455e+00
-4.240000000000123e+00	-9.075385e+00	4.239457e+00
-4.230000000000123e+00	-9.055279e+00	4.229458e+00
-4.220000000000123e+00	-9.035171e+00	4.219460e+00
-4.210000000000123e+00	-9.015063e+00	4.209461e+00
-4.200000000000124e+00	-8.994955e+00	4.199463e+00
-4.190000000000124e+00	-8.974847e+00	4.189465e+00
-4.180000000000124e+00	-8.954739e+00	4.179466e+00
-4.170000000000124e+00	-8.934629e+00	4.169468e+00
-4.160000000000124e+00	-8.914520e+00	4.159470e+00
-4.150000000000125e+00	-8.894411e+00	4.149471e+00
-4.140000000000125e+00	-8.874302e+00	4.139473e+00
-4.130000000000125e+00	-8.854192e+00	4.129475e+00
-4.120000000000125e+00	-8.834082e+00	4.119476e+00
-4.110000000000126e+00	-8.813972e+00	4.109478e+00
-4.100000000000126e+00	-8.793861e+00	4.099479e+00
-4.090000000000126e+00	-8.773750e+00	4.089481e+00
-4.080000000000126e+00	-8.753639e+00	4.079483e+00
-4.070000000000126e+00	-8.733528e+00	4.069484e+00
-4.060000000000127e+00	-8.713416e+00	4.059486e+00
-4.050000000000127e+00	-8.693304e+00	4.049488e+00
-4.040000000000127e+00	-8.673192e+00	4.039489e+00
-4.030000000000127e+00	-8.653079e+00	4.029491e+00
-4.020000000000127e+00	-8.632966e+00	4.019493e+00
-4.010000000000128e+00	-8.612853e+00	4.009494e+00
-4.000000000000128e+00	-8.592740e+00	3.999496e+00
-3.990000000000128e+00	-8.572626e+00	3.989497e+00
-3.980000000000128e+00	-8.552512e+00	3.979499e+00
-3.970000000000129e+00	-8.532398e+00	3.969501e+00
-3.960000000000129e+00	-8.512284e+00	3.959502e+00
-3.950000000000129e+00	-8.492169e+00	3.949504e+00
-3.940000000000129e+00	-8.472054e+00	3.939506e+00
-3.930000000000129e+00	-8.451939e+00	3.929507e+00
-3.920000000000130e+00	-8.431823e+00	3.919509e+00
-3.910000000000130e+00	-8.411707e+00	3.909511e+00
-3.900000000000130e+00	-8.391591e+00	3.899512e+00
-3.890000000000130e+00	-8.371474e+00	3.889514e+00
-3.880000000000130e+00	-8.351357e+00	3.879515e+00
-3.870000000000131e+00	-8.331241e+00	3.869517e+00
-3.860000000000131e+00	-8.311123e+00	3.859519e+00
-3.850000000000131e+00	-8.291005e+00	3.849520e+00
-3.840000000000131e+00	-8.270887e+00	3.839522e+00
-3.830000000000132e+00	-8.250769e+00	3.829524e+00
-3.820000000000132e+00	-8.230650e+00	3.819525e+00
-3.810000000000132e+00	-8.210531e+00	3.809527e+00
-3.800000000000132e+00	-8.190412e+00	3.799529e+00
-3.790000000000132e+00	-8.170292e+00	3.789530e+00
-3.780000000000133e+00	-8.150172e+00	3.779532e+00
-3.770000000000133e+00	-8.130052e+00	3.769534e+00
-3.760000000000133e+00	-8.109931e+00	3.759535e+00
-3.750000000000133e+00	-8.089810e+00	3.749537e+00
-3.740000000000133e+00	-8.069689e+00	3.739538e+00
-3.730000000000134e+00	-8.049567e+00	3.729540e+00
-3.720000000000134e+00	-8.029446e+00	3.719542e+00
-3.710000000000134e+00	-8.009323e+00	3.709543e+00
-3.700000000000134e+00	-7.989201e+00	3.699545e+00
-3.690000000000135e+00	-7.969078e+00	3.689547e+00
-3.680000000000135e+00	-7.948955e+00	3.679548e+00
-3.670000000000135e+00	-7.928832e+00	3.669550e+00
-3.660000000000135e+00	-7.908708e+00	3.659552e+00
-3.650000000000135e+00	-7.888584e+00	3.649553e+00
-3.640000000000136e+00	-7.868459e+00	3.639555e+00
-3.630000000000136e+00	-7.848334e+00	3.629557e+00
-3.620000000000136e+00	-7.828209e+00	3.619558e+00
-3.610000000000136e+00	-7.808084e+00	3.609560e+00
-3.600000000000136e+00	-7.787958e+00	3.599561e+00
-3.590000000000137e+00	-7.767831e+00	3.589563e+00
-3.580000000000137e+00	-7.747705e+00	3.579565e+00
-3.570000000000137e+00	-7.727578e+00	3.569566e+00
-3.560000000000137e+00	-7.707450e+00	3.559568e+00
-3.550000000000137e+00	-7.687323e+00	3.549570e+00
-3.540000000000138e+00	-7.667195e+00	3.539572e+00
-3.530000000000138e+00	-7.647066e+00	3.529573e+00
-3.520000000000138e+00	-7.626937e+00	3.519575e+00
-3.510000000000138e+00	-7.606808e+00	3.509576e+00
-3.500000000000139e+00	-7.586679e+00	3.499578e+00
-3.490000000000139e+00	-7.566549e+00	3.489580e+00
-3.480000000000139e+00	-7.546419e+00	3.479581e+00
-3.470000000000139e+00	-7.526288e+00	3.469583e+00
-3.460000000000139e+00	-7.506157e+00	3.459584e+00
-3.450000000000140e+00	-7.486026e+00	3.449586e+00
-3.440000000000140e+00	-7.465894e+00	3.439588e+00
-3.430000000000140e+00	-7.445762e+00	3.429590e+00
-3.420000000000140e+00	-7.425630e+00	3.419591e+00
-3.410000000000140e+00	-7.405497e+00	3.409593e+00
-3.400000000000141e+00	-7.385363e+00	3.399595e+00
-3.390000000000141e+00	-7.365230e+00	3.389596e+00
-3.380000000000141e+00	-7.345096e+00	3.379598e+00
-3.370000000000141e+00	-7.324961e+00	3.369599e+00
-3.360000000000142e+00	-7.304826e+00	3.359601e+00
-3.350000000000142e+00	-7.284691e+00	3.349603e+00
-3.340000000000142e+00	-7.264555e+00	3.339604e+00
-3.330000000000142e+00	-7.244419e+00	3.329606e+00
-3.320000000000142e+00	-7.224283e+00	3.319608e+00
-3.310000000000143e+00	-7.204146e+00	3.309609e+00
-3.300000000000143e+00	-7.184009e+00	3.299611e+00
-3.290000000000143e+00	-7.163871e+00	3.289613e+00
-3.280000000000143e+00	-7.143733e+00	3.279614e+00
-3.270000000000143e+00	-7.123594e+00	3.269616e+00
-3.260000000000144e+00	-7.103455e+00	3.259618e+00
-3.250000000000144e+00	-7.083316e+00	3.249619e+00
-3.240000000000144e+00	-7.063176e+00	3.239621e+00
-3.230000000000144e+00	-7.043036e+00	3.229623e+00
-3.220000000000145e+00	-7.022895e+00	3.219624e+00
-3.210000000000145e+00	-7.002754e+00	3.209626e+00
-3.200000000000145e+00	-6.982612e+00	3.199627e+00
-3.190000000000145e+00	-6.962470e+00	3.189629e+00
-3.180000000000145e+00	-6.942327e+00	3.179631e+00
-3.170000000000146e+00	-6.922184e+00	3.169632e+00
-3.160000000000146e+00	-6.902041e+00	3.159634e+00
-3.150000000000146e+00	-6.881897e+00	3.149636e+00
-3.140000000000146e+00	-6.861753e+00	3.139637e+00
-3.130000000000146e+00	-6.841609e+00	3.129639e+00
-3.120000000000147e+00	-6.821463e+00	3.119641e+00
-3.110000000000147e+00	-6.801318e+00	3.109642e+00
-3.100000000000147e+00	-6.781171e+00	3.099644e+00
-3.090000000000147e+00	-6.761025e+00	3.089646e+00
-3.080000000000148e+00	-6.740878e+00	3.079647e+00
-3.070000000000148e+00	-6.720730e+00	3.069649e+00
-3.060000000000148e+00	-6.700582e+00	3.059651e+00
-3.050000000000148e+00	-6.680434e+00	3.049652e+00
-3.040000000000148e+00	-6.660285e+00	3.039654e+00
-3.030000000000149e+00	-6.640135e+00	3.029655e+00
-3.020000000000149e+00	-6.619985e+00	3.019657e+00
-3.010000000000149e+00	-6.599834e+00	3.009659e+00
-3.000000000000149e+00	-6.579684e+00	2.999660e+00
-2.990000000000149e+00	-6.559532e+00	2.989662e+00
-2.980000000000150e+00	-6.539380e+00	2.979664e+00
-2.970000000000150e+00	-6.519228e+00	2.969666e+00
-2.960000000000150e+00	-6.499074e+00	2.959667e+00
-2.950000000000150e+00	-6.478921e+00	2.949669e+00
-2.940000000000150e+00	-6.458767e+00	2.939670e+00
-2.930000000000151e+00	-6.438612e+00	2.929672e+00
-2.920000000000151e+00	-6.418458e+00	2.919674e+00
-2.910000000000151e+00	-6.398302e+00	2.909675e+00
-2.900000000000151e+00	-6.378146e+00	2.899677e+00
-2.890000000000152e+00	-6.357989e+00	2.889679e+00
-2.880000000000152e+00	-6.337831e+00	2.879680e+00
-2.870000000000152e+00	-6.317674e+00	2.869682e+00
-2.860000000000152e+00	-6.297515e+00	2.859684e+00
-2.850000000000152e+00	-6.277357e+00	2.849685e+00
-2.840000000000153e+00	-6.257197e+00	2.839687e+00
-2.830000000000153e+00	-6.237037e+00	2.829689e+00
-2.820000000000153e+00	-6.216877e+00	2.819690e+00
-2.810000000000153e+00	-6.196715e+00	2.809692e+00
-2.800000000000153e+00	-6.176553e+00	2.799694e+00
-2.790000000000154e+00	-6.156391e+00	2.789695e+00
-2.780000000000154e+00	-6.136228e+00	2.779697e+00
-2.770000000000154e+00	-6.116065e+00	2.769699e+00
-2.760000000000154e+00	-6.095901e+00	2.759700e+00
-2.750000000000155e+00	-6.075736e+00	2.749702e+00
-2.740000000000155e+00	-6.055571e+00	2.739703e+00
-2.730000000000155e+00	-6.035405e+00	2.729705e+00
-2.720000000000155e+00	-6.015238e+00	2.719707e+00
-2.710000000000155e+00	-5.995071e+00	2.709708e+00
-2.700000000000156e+00	-5.974904e+00	2.699710e+00
-2.690000000000156e+00	-5.954735e+00	2.689712e+00
-2.680000000000156e+00	-5.934566e+00	2.679713e+00
-2.670000000000156e+00	-5.914397e+00	2.669715e+00
-2.660000000000156e+00	-5.894227e+00	2.659717e+00
-2.650000000000157e+00	-5.874055e+00	2.649719e+00
-2.640000000000157e+00	-5.853884e+00	2.639720e+00
-2.630000000000157e+00	-5.833712e+00	2.629722e+00
-2.620000000000157e+00	-5.813539e+00	2.619723e+00
-2.610000000000158e+00	-5.793365e+00	2.609725e+00
-2.600000000000158e+00	-5.773191e+00	2.599727e+00
-2.590000000000158e+00	-5.753016e+00	2.589728e+00
-2.580000000000158e+00	-5.732841e+00	2.579730e+00
-2.570000000000158e+00	-5.712665e+00	2.569732e+00
-2.560000000000159e+00	-5.692488e+00	2.559733e+00
-2.550000000000159e+00	-5.672311e+00	2.549735e+00
-2.540000000000159e+00	-5.652133e+00	2.539737e+00
-2.530000000000159e+00	-5.631953e+00	2.529738e+00
-2.520000000000159e+00	-5.611774e+00	2.519740e+00
-2.510000000000160e+00	-5.591593e+00	2.509742e+00
-2.500000000000160e+00	-5.571412e+00	2.499743e+00
-2.490000000000160e+00	-5.551230e+00	2.489745e+00
-2.480000000000160e+00	-5.531048e+00	2.479747e+00
-2.470000000000161e+00	-5.510865e+00	2.469748e+00
-2.460000000000161e+00	-5.490681e+00	2.459750e+00
-2.450000000000161e+00	-5.470496e+00	2.449752e+00
-2.440000000000161e+00	-5.450310e+00	2.439753e+00
-2.430000000000161e+00	-5.430124e+00	2.429755e+00
-2.420000000000162e+00	-5.409937e+00	2.419757e+00
-2.410000000000162e+00	-5.389749e+00	2.409758e+00
-2.400000000000162e+00	-5.369561e+00	2.399760e+00
-2.390000000000162e+00	-5.349371e+00	2.389761e+00
-2.380000000000162e+00	-5.329181e+00	2.379763e+00
-2.370000000000163e+00	-5.308990e+00	2.369765e+00
-2.360000000000163e+00	-5.288798e+00	2.359766e+00
-2.350000000000163e+00	-5.268606e+00	2.349768e+00
-2.340000000000163e+00	-5.248412e+00	2.339770e+00
-2.330000000000163e+00	-5.228218e+00	2.329772e+00
-2.320000000000164e+00	-5.208023e+00	2.319773e+00
-2.310000000000164e+00	-5.187827e+00	2.309775e+00
-2.300000000000164e+00	-5.167630e+00	2.299777e+00
-2.290000000000164e+00	-5.147433e+00	2.289778e+00
-2.280000000000165e+00	-5.127234e+00	2.279780e+00
-2.270000000000165e+00	-5.107035e+00	2.269782e+00
-2.260000000000165e+00	-5.086834e+00	2.259783e+00
-2.250000000000165e+00	-5.066633e+00	2.249785e+00
-2.240000000000165e+00	-5.046432e+00	2.239786e+00
-2.230000000000166e+00	-5.026228e+00	2.229788e+00
-2.220000000000166e+00	-5.006024e+00	2.219790e+00
-2.210000000000166e+00	-4.985820e+00	2.209791e+00
-2.200000000000166e+00	-4.965614e+00	2.199793e+00
-2.190000000000166e+00	-4.945407e+00	2.189795e+00
-2.180000000000167e+00	-4.925200e+00	2.179796e+00
-2.170000000000167e+00	-4.904992e+00	2.169798e+00
-2.160000000000167e+00	-4.884782e+00	2.159800e+00
-2.150000000000167e+00	-4.864572e+00	2.149801e+00
-2.140000000000168e+00	-4.844360e+00	2.139803e+00
-2.130000000000168e+00	-4.824148e+00	2.129805e+00
-2.120000000000168e+00	-4.803934e+00	2.119807e+00
-2.110000000000168e+00	-4.783720e+00	2.109808e+00
-2.100000000000168e+00	-4.763505e+00	2.099810e+00
-2.090000000000169e+00	-4.743288e+00	2.089811e+00
-2.080000000000169e+00	-4.723070e+00	2.079813e+00
-2.070000000000169e+00	-4.702852e+00	2.069815e+00
-2.060000000000169e+00	-4.682632e+00	2.059816e+00
-2.050000000000169e+00	-4.662412e+00	2.049818e+00
-2.040000000000170e+00	-4.642190e+00	2.039820e+00
-2.030000000000170e+00	-4.621967e+00	2.029821e+00
-2.020000000000170e+00	-4.601743e+00	2.019823e+00
-2.010000000000170e+00	-4.581518e+00	2.009825e+00
-2.000000000000171e+00	-4.561292e+00	1.999826e+00
-1.990000000000171e+00	-4.541064e+00	1.989828e+00
-1.980000000000171e+00	-4.520836e+00	1.979830e+00
-1.970000000000171e+00	-4.500607e+00	1.969831e+00
-1.960000000000170e+00	-4.480376e+00	1.959833e+00
-1.950000000000170e+00	-4.460144e+00	1.949835e+00
-1.940000000000170e+00	-4.439910e+00	1.939836e+00
-1.930000000000170e+00	-4.419676e+00	1.929838e+00
-1.920000000000170e+00	-4.399440e+00	1.919840e+00
-1.910000000000170e+00	-4.379204e+00	1.909841e+00
-1.900000000000170e+00	-4.358966e+00	1.899843e+00
-1.890000000000170e+00	-4.338727e+00	1.889845e+00
-1.880000000000170e+00	-4.318486e+00	1.879846e+00
-1.870000000000170e+00	-4.298244e+00	1.869848e+00
-1.860000000000170e+00	-4.278001e+00	1.859850e+00
-1.850000000000170e+00	-4.257756e+00	1.849851e+00
-1.840000000000170e+00	-4.237511e+00	1.839853e+00
-1.830000000000170e+00	-4.217264e+00	1.829855e+00
-1.820000000000170e+00	-4.197015e+00	1.819856e+00
-1.810000000000170e+00	-4.176765e+00	1.809858e+00
-1.800000000000170e+00	-4.156514e+00	1.799860e+00
-1.790000000000170e+00	-4.136261e+00	1.789861e+00
-1.780000000000170e+00	-4.116007e+00	1.779863e+00
-1.770000000000170e+00	-4.095752e+00	1.769865e+00
-1.760000000000170e+00	-4.075495e+00	1.759866e+00
-1.750000000000170e+00	-4.055237e+00	1.749868e+00
-1.740000000000170e+00	-4.034977e+00	1.739870e+00
-1.730000000000170e+00	-4.014715e+00	1.729872e+00
-1.720000000000170e+00	-3.994452e+00	1.719873e+00
-1.710000000000170e+00	-3.974188e+00	1.709875e+00
-1.700000000000170e+00	-3.953922e+00	1.699877e+00
-1.690000000000170e+00	-3.933655e+00	1.689878e+00
-1.680000000000170e+00	-3.913386e+00	1.679880e+00
-1.670000000000170e+00	-3.893115e+00	1.669881e+00
-1.660000000000170e+00	-3.872843e+00	1.659883e+00
-1.650000000000170e+00	-3.852569e+00	1.649885e+00
-1.640000000000170e+00	-3.832293e+00	1.639886e+00
-1.630000000000170e+00	-3.812016e+00	1.629888e+00
-1.620000000000170e+00	-3.791737e+00	1.619890e+00
-1.610000000000170e+00	-3.771456e+00	1.609892e+00
-1.600000000000170e+00	-3.751173e+00	1.599893e+00
-1.590000000000170e+00	-3.730889e+00	1.589895e+00
-1.580000000000170e+00	-3.710603e+00	1.579897e+00
-1.570000000000170e+00	-3.690315e+00	1.569898e+00
-1.560000000000170e+00	-3.670026e+00	1.559900e+00
-1.550000000000170e+00	-3.649734e+00	1.549902e+00
-1.540000000000170e+00	-3.629441e+00	1.539903e+00
-1.530000000000170e+00	-3.609145e+00	1.529905e+00
-1.520000000000170e+00	-3.588848e+00	1.519907e+00
-1.510000000000170e+00	-3.568549e+00	1.509908e+00
-1.500000000000170e+00	-3.548247e+00	1.499910e+00
-1.490000000000170e+00	-3.527944e+00	1.489912e+00
-1.480000000000170e+00	-3.507639e+00	1.479913e+00
-1.470000000000170e+00	-3.487332e+00	1.469915e+00
-1.460000000000170e+00	-3.467022e+00	1.459917e+00
-1.450000000000170e+00	-3.446710e+00	1.449918e+00
-1.440000000000170e+00	-3.426397e+00	1.439920e+00
-1.430000000000170e+00	-3.406081e+00	1.429922e+00
-1.420000000000170e+00	-3.385763e+00	1.419923e+00
-1.410000000000170e+00	-3.365442e+00	1.409925e+00
-1.400000000000170e+00	-3.345120e+00	1.399927e+00
-1.390000000000170e+00	-3.324795e+00	1.389928e+00
-1.380000000000170e+00	-3.304467e+00	1.379930e+00
-1.370000000000170e+00	-3.284137e+00	1.369932e+00
-1.360000000000170e+00	-3.263805e+00	1.359933e+00
-1.350000000000170e+00	-3.243471e+00	1.349935e+00
-1.340000000000170e+00	-3.223134e+00	1.339937e+00
-1.330000000000170e+00	-3.202794e+00	1.329938e+00
-1.320000000000170e+00	-3.182452e+00	1.319940e+00
-1.310000000000170e+00	-3.162107e+00	1.309942e+00
-1.300000000000170e+00	-3.141760e+00	1.299943e+00
-1.290000000000170e+00	-3.121410e+00	1.289945e+00
-1.280000000000170e+00	-3.101057e+00	1.279947e+00
-1.270000000000170e+00	-3.080702e+00	1.269948e+00
-1.260000000000170e+00	-3.060343e+00	1.259950e+00
-1.250000000000170e+00	-3.039982e+00	1.249952e+00
-1.240000000000170e+00	-3.019618e+00	1.239954e+00
-1.230000000000170e+00	-2.999251e+00	1.229955e+00
-1.220000000000170e+00	-2.978881e+00	1.219957e+00
-1.210000000000170e+00	-2.958508e+00	1.209959e+00
-1.200000000000170e+00	-2.938132e+00	1.199960e+00
-1.190000000000170e+00	-2.917752e+00	1.189962e+00
-1.180000000000170e+00	-2.897370e+00	1.179964e+00
-1.170000000000170e+00	-2.876984e+00	1.169965e+00
-1.160000000000170e+00	-2.856595e+00	1.159967e+00
-1.150000000000170e+00	-2.836203e+00	1.149969e+00
-1.140000000000170e+00	-2.815807e+00	1.139970e+00
-1.130000000000170e+00	-2.795407e+00	1.129972e+00
-1.120000000000170e+00	-2.775004e+00	1.119974e+00
-1.110000000000170e+00	-2.754598e+00	1.109975e+00
-1.100000000000170e+00	-2.734188e+00	1.099977e+00
-1.090000000000170e+00	-2.713774e+00	1.089979e+00
-1.080000000000170e+00	-2.693356e+00	1.079980e+00
-1.070000000000170e+00	-2.672934e+00	1.069982e+00
-1.060000000000170e+00	-2.652509e+00	1.059984e+00
-1.050000000000170e+00	-2.632079e+00	1.049986e+00
-1.040000000000170e+00	-2.611645e+00	1.039987e+00
-1.030000000000170e+00	-2.591208e+00	1.029989e+00
-1.020000000000170e+00	-2.570765e+00	1.019991e+00
-1.010000000000170e+00	-2.550319e+00	1.009992e+00
-1.000000000000170e+00	-2.529868e+00	9.999940e-01
-9.900000000001696e-01	-2.509412e+00	9.899957e-01
-9.800000000001696e-01	-2.488952e+00	9.799973e-01
-9.700000000001696e-01	-2.468487e+00	9.699990e-01
-9.600000000001696e-01	-2.448018e+00	9.600007e-01
-9.500000000001696e-01	-2.427543e+00	9.500024e-01
-9.400000000001696e-01	-2.407063e+00	9.400041e-01
-9.300000000001696e-01	-2.386579e+00	9.300058e-01
-9.200000000001696e-01	-2.366089e+00	9.200075e-01
-9.100000000001696e-01	-2.345593e+00	9.100091e-01
-9.000000000001696e-01	-2.325093e+00	9.000108e-01
-8.900000000001695e-01	-2.304586e+00	8.900125e-01
-8.800000000001695e-01	-2.284074e+00	8.800142e-01
-8.700000000001695e-01	-2.263556e+00	8.700159e-01
-8.600000000001695e-01	-2.243032e+00	8.600176e-01
-8.500000000001695e-01	-2.222502e+00	8.500193e-01
-8.400000000001695e-01	-2.201966e+00	8.400210e-01
-8.300000000001695e-01	-2.181423e+00	8.300227e-01
-8.200000000001695e-01	-2.160874e+00	8.200244e-01
-8.100000000001695e-01	-2.140318e+00	8.100260e-01
-8.000000000001695e-01	-2.119755e+00	8.000277e-01
-7.900000000001695e-01	-2.099185e+00	7.900295e-01
-7.800000000001694e-01	-2.078607e+00	7.800311e-01
-7.700000000001694e-01	-2.058023e+00	7.700328e-01
-7.600000000001694e-01	-2.037430e+00	7.600345e-01
-7.500000000001694e-01	-2.016830e+00	7.500362e-01
-7.400000000001694e-01	-1.996222e+00	7.400379e-01
-7.300000000001694e-01	-1.975605e+00	7.300396e-01
-7.200000000001694e-01	-1.954980e+00	7.200413e-01
-7.100000000001694e-01	-1.934346e+00	7.100430e-01
-7.000000000001694e-01	-1.913704e+00	7.000447e-01
-6.900000000001694e-01	-1.893052e+00	6.900464e-01
-6.800000000001694e-01	-1.872390e+00	6.800481e-01
-6.700000000001693e-01	-1.851719e+00	6.700498e-01
-6.600000000001693e-01	-1.831037e+00	6.600515e-01
-6.500000000001693e-01	-1.810346e+00	6.500532e-01
-6.400000000001693e-01	-1.789643e+00	6.400549e-01
-6.300000000001693e-01	-1.768929e+00	6.300566e-01
-6.200000000001693e-01	-1.748205e+00	6.200583e-01
-6.100000000001693e-01	-1.727468e+00	6.100600e-01
-6.000000000001693e-01	-1.706719e+00	6.000617e-01
-5.900000000001693e-01	-1.685957e+00	5.900634e-01
-5.800000000001693e-01	-1.665183e+00	5.800651e-01
-5.700000000001693e-01	-1.644395e+00	5.700668e-01
-5.600000000001693e-01	-1.623593e+00	5.600685e-01
-5.500000000001692e-01	-1.602777e+00	5.500702e-01
-5.400000000001692e-01	-1.581945e+00	5.400720e-01
-5.300000000001692e-01	-1.561098e+00	5.300736e-01
