v2	V(vo1)	V(vo2)
1.699999999999982e+00	-1.700048e+00	6.799268e+00
1.799999999999982e+00	-1.800035e+00	7.199225e+00
1.899999999999982e+00	-1.900022e+00	7.599182e+00
1.999999999999982e+00	-2.000010e+00	7.999138e+00
2.099999999999982e+00	-2.098468e+00	8.392975e+00
2.199999999999982e+00	-2.122515e+00	8.489015e+00
2.299999999999982e+00	-2.123979e+00	8.494831e+00
2.399999999999982e+00	-2.124018e+00	8.494987e+00
2.499999999999982e+00	-2.124017e+00	8.494985e+00
2.599999999999982e+00	-2.124017e+00	8.494984e+00
2.699999999999982e+00	-2.124017e+00	8.494984e+00
2.799999999999983e+00	-2.124017e+00	8.494984e+00
2.899999999999983e+00	-2.124017e+00	8.494984e+00
2.999999999999983e+00	-2.124017e+00	8.494984e+00
3.099999999999983e+00	-2.124017e+00	8.494984e+00
3.199999999999983e+00	-2.124017e+00	8.494984e+00
3.299999999999983e+00	-2.124017e+00	8.494984e+00
3.399999999999983e+00	-2.124017e+00	8.494984e+00
3.499999999999983e+00	-2.124017e+00	8.494984e+00
3.599999999999983e+00	-2.124017e+00	8.494984e+00
3.699999999999983e+00	-2.124017e+00	8.494984e+00
3.799999999999983e+00	-2.124017e+00	8.494984e+00
3.899999999999983e+00	-2.124017e+00	8.494984e+00
3.999999999999984e+00	-2.124017e+00	8.494984e+00
4.099999999999984e+00	-2.124017e+00	8.494984e+00
4.199999999999983e+00	-2.124017e+00	8.494984e+00
4.299999999999983e+00	-2.124017e+00	8.494984e+00
4.399999999999983e+00	-2.124017e+00	8.494984e+00
4.499999999999982e+00	-2.124017e+00	8.494984e+00
4.599999999999982e+00	-2.124017e+00	8.494984e+00
4.699999999999982e+00	-2.124017e+00	8.494984e+00
4.799999999999981e+00	-2.124017e+00	8.494984e+00
4.899999999999981e+00	-2.124017e+00	8.494984e+00
4.999999999999980e+00	-2.124017e+00	8.494984e+00
5.099999999999980e+00	-2.124017e+00	8.494984e+00
5.199999999999980e+00	-2.124017e+00	8.494984e+00
5.299999999999979e+00	-2.124017e+00	8.494984e+00
5.399999999999979e+00	-2.124017e+00	8.494984e+00
5.499999999999979e+00	-2.124017e+00	8.494984e+00
5.599999999999978e+00	-2.124017e+00	8.494984e+00
5.699999999999978e+00	-2.124017e+00	8.494984e+00
5.799999999999978e+00	-2.124017e+00	8.494984e+00
5.899999999999977e+00	-2.124017e+00	8.494984e+00
5.999999999999977e+00	-2.124017e+00	8.494984e+00
6.099999999999977e+00	-2.124017e+00	8.494984e+00
6.199999999999976e+00	-2.124017e+00	8.494984e+00
6.299999999999976e+00	-2.124017e+00	8.494984e+00
6.399999999999975e+00	-2.124017e+00	8.494984e+00
6.499999999999975e+00	-2.124017e+00	8.494984e+00
6.599999999999975e+00	-2.124017e+00	8.494984e+00
6.699999999999974e+00	-2.124017e+00	8.494984e+00
6.799999999999974e+00	-2.124017e+00	8.494984e+00
6.899999999999974e+00	-2.124017e+00	8.494984e+00
6.999999999999973e+00	-2.124017e+00	8.494984e+00
7.099999999999973e+00	-2.124017e+00	8.494984e+00
7.199999999999973e+00	-2.124017e+00	8.494984e+00
7.299999999999972e+00	-2.124017e+00	8.494984e+00
7.399999999999972e+00	-2.124017e+00	8.494984e+00
7.499999999999972e+00	-2.124017e+00	8.494984e+00
7.599999999999971e+00	-2.124017e+00	8.494984e+00
7.699999999999971e+00	-2.124017e+00	8.494984e+00
7.799999999999971e+00	-2.124017e+00	8.494984e+00
7.899999999999970e+00	-2.124017e+00	8.494984e+00
7.999999999999970e+00	-2.124017e+00	8.494984e+00
8.099999999999969e+00	-2.124017e+00	8.494984e+00
8.199999999999969e+00	-2.124017e+00	8.494984e+00
8.299999999999969e+00	-2.124017e+00	8.494984e+00
8.399999999999968e+00	-2.124017e+00	8.494984e+00
8.499999999999968e+00	-2.124017e+00	8.494984e+00
8.599999999999968e+00	-2.124017e+00	8.494984e+00
8.699999999999967e+00	-2.124017e+00	8.494984e+00
8.799999999999967e+00	-2.124017e+00	8.494984e+00
8.899999999999967e+00	-2.124017e+00	8.494984e+00
8.999999999999966e+00	-2.124017e+00	8.494984e+00
9.099999999999966e+00	-2.124017e+00	8.494984e+00
9.199999999999966e+00	-2.124017e+00	8.494984e+00
9.299999999999965e+00	-2.124017e+00	8.494984e+00
9.399999999999965e+00	-2.124017e+00	8.494984e+00
9.499999999999964e+00	-2.124017e+00	8.494984e+00
9.599999999999964e+00	-2.124017e+00	8.494984e+00
9.699999999999964e+00	-2.124017e+00	8.494984e+00
9.799999999999963e+00	-2.124017e+00	8.494984e+00
9.899999999999963e+00	-2.124017e+00	8.494984e+00
1.000000000000000e+01	-2.124017e+00	8.494984e+00
